flightid,callsign,receivetime,packettime,altitude_ft,altitude_m,vert_rate_ftmin,elapsed_secs,flight_phase,info,raw,bearing,speed_mph,speed_kph,latitude,longitude,distance_from_launch_mi,distance_from_launch_km,temperature_f,temperature_c,temperature_k,pressure_pa,pressure_atm,airdensity_slugs,airdensity_kgm3,velocity_x_degs,velocity_y_degs,velocity_z_fts,velocity_z_ms,airflow,acceleration_fts2,velocity_mean_fts,acceleration_mean_fts2,velocity_std_fts,acceleration_std_fts2,velocity_norm_fts,acceleration_norm_fts2,velocity_curvefit_fts,acceleration_ms2,velocity_mean_ms,acceleration_mean_ms2,velocity_std_ms,acceleration_std_ms2,velocity_norm_ms,acceleration_norm_ms2,velocity_curvefit_ms,reynolds_transition
EOSS-293,KC0D-1,2019-10-12 07:49:16.998,2019-10-12 07:49:15,5326.0,1623.36,238.0,0.0,ascending,/134915h3936.63N/10402.53WO335/014!W90!/A=005326 EOSS BALLOON,"KC0D-1>APZEOS,EOSS,qAO,N2XGL-12:/134915h3936.63N/10402.53WO335/014!W90!/A=005326 EOSS BALLOON",335.0,16.0,25.7,39.61065,-104.0421666667,0.0,0.0,,,,,,,,-1.11e-06,7.78e-06,3.96666667,1.209,high Re,,3.966667,,,,,,9.541192,,1.209,,,,,,2.908104,
EOSS-293,AE0SS-13,2019-10-12 07:49:41.436,2019-10-12 07:49:40,5811.0,1771.19,1188.0,25.0,ascending,/134940h3936.65N/10402.51WO153/003EOSS Baloon/A=005811!W23!,"AE0SS-13>APTT4,EOSS,qAO,N6BA-10:/134940h3936.65N/10402.51WO153/003EOSS Baloon/A=005811!W23!",153.0,3.0,4.8,39.6108666667,-104.0418833333,0.02,0.03,,,,,,,,8.89e-06,1.333e-05,19.8,6.035,high Re,0.527778,11.883333,0.527778,11.195857,,0.707107,,15.271223,0.160867,3.622,0.160867,3.412497,,0.707107,,4.654678,
EOSS-293,KC0D-1,2019-10-12 07:49:46.960,2019-10-12 07:49:45,5959.0,1816.3,1266.0,30.0,ascending,/134945h3936.64N/10402.50WO140/008!W28!/A=005959 EOSS BALLOON,"KC0D-1>APZEOS,EOSS,qAO,N2XGL-12:/134945h3936.64N/10402.50WO140/008!W28!/A=005959 EOSS BALLOON",140.0,9.0,14.5,39.6107,-104.0418,0.02,0.03,,,,,,,,1.222e-05,1.67e-06,21.1,6.43133333,high Re,0.043333,14.955556,0.285555,9.538829,0.342554,0.644151,-0.707106,16.59145,0.013211,4.558444,0.087039,2.907465,0.104409,0.644166,-0.707104,5.057087,
EOSS-293,AE0SS-13,2019-10-12 07:50:11.388,2019-10-12 07:50:10,6415.0,1955.29,1208.0,55.0,ascending,/135010h3936.61N/10402.50WO158/002EOSS Baloon/A=006415!W99!,"AE0SS-13>APTT4,EOSS,qAO,N6BA-10:/135010h3936.61N/10402.50WO158/002EOSS Baloon/A=006415!W99!",158.0,2.0,3.2,39.6103166667,-104.0418166667,0.03,0.05,,,,,,,,2.22e-06,-1.833e-05,20.13333333,6.13666667,high Re,-0.032222,16.25,0.17963,8.207427,0.303863,0.473149,-0.697196,19.652524,-0.009822,4.953,0.054752,2.501653,0.092617,0.473154,-0.697215,5.990126,
EOSS-293,KC0D-1,2019-10-12 07:50:16.754,2019-10-12 07:50:15,6601.0,2011.98,1284.0,60.0,ascending,/135015h3936.61N/10402.50WO179/005!W58!/A=006601 EOSS BALLOON,"KC0D-1>APZEOS,EOSS,qAO,N6BA-10:/135015h3936.61N/10402.50WO179/005!W58!/A=006601 EOSS BALLOON",179.0,6.0,9.7,39.61025,-104.0418,0.03,0.05,,,,,,,,0.0,-1.5e-05,21.4,6.52266667,high Re,0.042222,17.28,0.145278,7.471672,0.25744,0.551416,-0.400311,20.533142,0.012867,5.266933,0.044281,2.277382,0.078468,0.551394,-0.400342,6.25853,
EOSS-293,AE0SS-13,2019-10-12 07:50:41.389,2019-10-12 07:50:40,7091.0,2161.34,1352.0,85.0,ascending,/135040h3936.59N/10402.46WO125/006EOSS Baloon/A=007091!W43!,"AE0SS-13>APTT4,EOSS,qAO,N6BA-10:/135040h3936.59N/10402.46WO125/006EOSS Baloon/A=007091!W43!",125.0,7.0,11.3,39.6099,-104.04105,0.08,0.13,,,,,,,,2.556e-05,-1.389e-05,22.53333333,6.86833333,high Re,0.037778,18.155556,0.123778,7.018568,0.228074,0.623742,-0.377071,22.065885,0.011522,5.533833,0.037729,2.139296,0.069516,0.623803,-0.376992,6.725739,
EOSS-293,KC0D-1,2019-10-12 07:50:46.893,2019-10-12 07:50:45,7246.0,2208.58,1290.0,90.0,ascending,/135045h3936.58N/10402.46WO128/004!W80!/A=007246 EOSS BALLOON,"KC0D-1>APZEOS,EOSS,qAO,N6BA-10:/135045h3936.58N/10402.46WO128/004!W80!/A=007246 EOSS BALLOON",128.0,5.0,8.0,39.6098,-104.041,0.09,0.14,,,,,,,,2.667e-05,-1.5e-05,21.5,6.55333333,high Re,-0.034444,18.633333,0.097408,6.530555,0.213978,0.438962,-0.616194,22.357184,-0.0105,5.679476,0.029691,1.990555,0.06522,0.439002,-0.616237,6.814518,
EOSS-293,AE0SS-13,2019-10-12 07:51:11.331,2019-10-12 07:51:10,7698.0,2346.35,1214.0,115.0,ascending,/135110h3936.55N/10402.38WO134/017EOSS Baloon/A=007698!W71!,"AE0SS-13>APTT4,EOSS,qAO,N6BA-10:/135110h3936.55N/10402.38WO134/017EOSS Baloon/A=007698!W71!",134.0,20.0,32.2,39.6092833333,-104.0396833333,0.16,0.26,,,,,,,,4.556e-05,-2.056e-05,20.23333333,6.167,high Re,-0.042222,18.833333,0.07746,6.072525,0.202338,0.230547,-0.591495,22.810606,-0.012878,5.740417,0.02361,1.850939,0.061673,0.230468,-0.591637,6.952719,
EOSS-293,KC0D-1,2019-10-12 07:51:16.746,2019-10-12 07:51:15,7864.0,2396.95,1236.0,120.0,ascending,/135115h3936.53N/10402.36WO132/018!W91!/A=007864 EOSS BALLOON,"KC0D-1>APZEOS,EOSS,qAO,N6BA-10:/135115h3936.53N/10402.36WO132/018!W91!/A=007864 EOSS BALLOON",132.0,21.0,33.8,39.6089833333,-104.03935,0.19,0.3,,,,,,,,5.5e-05,-2.722e-05,20.6,6.279,high Re,0.012222,19.02963,0.069306,5.710771,0.188743,0.274984,-0.302443,22.858989,0.003733,5.800259,0.021125,1.740677,0.057529,0.275031,-0.302317,6.967465,
EOSS-293,AE0SS-13,2019-10-12 07:51:41.401,2019-10-12 07:51:40,8295.0,2528.32,1194.0,145.0,ascending,/135140h3936.49N/10402.28WO127/014EOSS Baloon/A=008295!W43!,"AE0SS-13>APTT4,EOSS,qAO,N6BA-10:/135140h3936.49N/10402.28WO127/014EOSS Baloon/A=008295!W43!",127.0,16.0,25.7,39.6082333333,-104.03805,0.28,0.44,,,,,,,,5.444e-05,-3.5e-05,19.9,6.06566667,high Re,-0.023333,19.116667,0.059012,5.391197,0.179233,0.145299,-0.45943,22.774241,-0.007111,5.8268,0.017988,1.643271,0.054631,0.14536,-0.459428,6.941627,
