flightid,callsign,receivetime,packettime,altitude_ft,altitude_m,vert_rate_ftmin,elapsed_secs,flight_phase,position_packet,info,raw,bearing,speed_mph,speed_kph,latitude,longitude,distance_from_launch_mi,distance_from_launch_km,temperature_f,temperature_c,temperature_k,pressure_pa,pressure_atm,airdensity_slugs,airdensity_kgm3,velocity_x_degs,velocity_y_degs,velocity_z_fts,velocity_z_ms,airflow,acceleration_fts2,velocity_mean_fts,acceleration_mean_fts2,velocity_std_fts,acceleration_std_fts2,velocity_norm_fts,acceleration_norm_fts2,velocity_curvefit_fts,acceleration_ms2,velocity_mean_ms,acceleration_mean_ms2,velocity_std_ms,acceleration_std_ms2,velocity_norm_ms,acceleration_norm_ms2,velocity_curvefit_ms,reynolds_transition
EOSS-361,KC0D-2,2024-08-03 08:23:47.340,2024-08-03 08:23:45,28567.0,8707.22,1472.0,0.0,ascending,True,/142345h3908.75N/10341.34WO166/050/A=028567 338T3489P EOSS Balloon,"KC0D-2>APZEOS,EOSS,WIDE2-1,qAO,AE0SS-9:/142345h3908.75N/10341.34WO166/050/A=028567 338T3489P EOSS Balloon",166.0,58.0,93.3,39.1458333333,-103.689,0.0,0.0,92.84,33.8,306.95,34890.0,0.34,0.00076833,0.39598231,5.556e-05,-0.0002,24.53333333,7.47766667,high Re,,24.533333,,,,,,24.164557,,7.477667,,,,,,7.365368,
EOSS-361,AE0SS-4,2024-08-03 08:24:03.756,2024-08-03 08:24:01,28866.0,8798.36,1474.0,16.0,ascending,True,/142401h3908.57N/10341.26WO160/052/A=028866 -193T3434P EOSS BALLOON,"AE0SS-4>APZEOS,EOSS,WIDE2-1,qAO,AE0SS-9:/142401h3908.57N/10341.26WO160/052/A=028866 -193T3434P EOSS BALLOON",160.0,60.0,96.6,39.1428333333,-103.6876666667,0.22,0.35,-2.74,-19.3,253.85,34340.0,0.34,0.00091441,0.47126542,7.222e-05,-0.00019444,24.56666667,7.488,high Re,0.001111,24.55,0.001111,0.02357,,0.707114,,24.711677,0.000344,7.482833,0.000344,0.007307,,0.70713,,7.532135,
EOSS-361,AE0SS-2,2024-08-03 08:24:10.796,2024-08-03 08:24:08,29046.0,8853.22,1478.0,23.0,ascending,True,/142408h3908.48N/10341.20WO168/051/A=029046 -201T3396P EOSS BALLOON,"AE0SS-2>APZEOS,EOSS,WIDE2-1,qAO,K0SCC-8:/142408h3908.48N/10341.20WO168/051/A=029046 -201T3396P EOSS BALLOON",168.0,59.0,95.0,39.1413333333,-103.6866666667,0.33,0.54,-4.18,-20.1,253.05,33960.0,0.34,0.00090715,0.46752387,8.333e-05,-0.00019444,24.63333333,7.50833333,high Re,0.002222,24.577778,0.001666,0.050918,0.000786,1.091074,0.707379,24.975223,0.000678,7.491333,0.000511,0.015603,0.000236,1.089555,0.707627,7.612456,
EOSS-361,KC0D-2,2024-08-03 08:24:17.256,2024-08-03 08:24:15,29331.0,8940.09,1528.0,30.0,ascending,True,/142415h3908.41N/10341.17WO147/042/A=029331 334T3379P EOSS Balloon,"KC0D-2>APZEOS,EOSS,WIDE2-1,qAO,K0SCC-8:/142415h3908.41N/10341.17WO147/042/A=029331 334T3379P EOSS Balloon",147.0,48.0,77.2,39.1401666667,-103.6861666667,0.42,0.68,92.12,33.4,306.55,33790.0,0.33,0.00074508,0.38399832,9.444e-05,-0.00018889,25.46666667,7.76233333,high Re,0.027778,24.8,0.01037,0.446385,0.015086,1.493479,1.153918,25.311444,0.008467,7.559083,0.003163,0.136098,0.004596,1.493412,1.154047,7.714937,
EOSS-361,AE0SS-4,2024-08-03 08:24:36.311,2024-08-03 08:24:31,29651.0,9037.62,1570.0,46.0,ascending,True,/142431h3908.24N/10341.05WO147/038/A=029651 -208T3330P EOSS BALLOON,"AE0SS-4>APZEOS,EOSS,WIDE2-1,qAO,AE0SS-10:/142431h3908.24N/10341.05WO147/038/A=029651 -208T3330P EOSS BALLOON",147.0,44.0,70.8,39.1373333333,-103.6841666667,0.64,1.03,-5.44,-20.8,252.35,33300.0,0.33,0.00089198,0.45970939,0.00011667,-0.00018333,26.16666667,7.97533333,high Re,0.023333,25.073333,0.013611,0.723187,0.013919,1.511827,0.69847,25.595674,0.0071,7.642333,0.004147,0.220329,0.004238,1.511378,0.696791,7.801563,
EOSS-361,AE0SS-2,2024-08-03 08:24:43.262,2024-08-03 08:24:38,29824.0,9090.36,1556.0,53.0,ascending,True,/142438h3908.16N/10340.99WO146/038/A=029824 -214T3285P EOSS BALLOON,"AE0SS-2>APZEOS,EOSS,WIDE2-1,qAO,K0SCC-8:/142438h3908.16N/10340.99WO146/038/A=029824 -214T3285P EOSS BALLOON",146.0,44.0,70.8,39.136,-103.6831666667,0.75,1.2,-6.52,-21.4,251.75,32850.0,0.32,0.00088203,0.45457793,0.00011667,-0.00017778,25.93333333,7.90466667,high Re,-0.007778,25.216667,0.009333,0.73598,0.015388,0.973758,-1.11197,25.717493,-0.002356,7.686056,0.002847,0.224289,0.004683,0.974683,-1.11104,7.8387,
EOSS-361,KC0D-2,2024-08-03 08:24:47.186,2024-08-03 08:24:45,30116.0,9179.36,1570.0,60.0,ascending,True,/142445h3908.10N/10340.93WO149/043/A=030116 328T3269P EOSS Balloon,"KC0D-2>APZEOS,EOSS,WIDE2-1,qAO,K0SCC-8:/142445h3908.10N/10340.93WO149/043/A=030116 328T3269P EOSS Balloon",149.0,49.0,78.9,39.135,-103.6821666667,0.83,1.34,91.04,32.8,305.95,32690.0,0.32,0.00072224,0.37222618,0.00013333,-0.00017222,26.16666667,7.97566667,high Re,0.007778,25.352381,0.009074,0.761786,0.013778,1.068917,-0.094063,25.884568,0.002367,7.727429,0.002767,0.232171,0.004193,1.069202,-0.095397,7.889622,
EOSS-361,AE0SS-4,2024-08-03 08:25:03.773,2024-08-03 08:25:01,30442.0,9278.72,1582.0,76.0,ascending,True,/142501h3907.93N/10340.78WO155/039/A=030442 -228T3220P EOSS BALLOON,"AE0SS-4>APZEOS,EOSS*,WIDE2-1,qAO,W9CN-9:/142501h3907.93N/10340.78WO155/039/A=030442 -228T3220P EOSS BALLOON",155.0,45.0,72.4,39.1321666667,-103.6796666667,1.07,1.72,-9.04,-22.8,250.35,32200.0,0.32,0.00086941,0.44807501,0.00015,-0.00017222,26.36666667,8.03666667,high Re,0.006667,25.479167,0.00873,0.791209,0.012611,1.121701,-0.163587,26.028465,0.002033,7.766083,0.002662,0.241156,0.003838,1.122028,-0.163887,7.933479,
EOSS-361,AE0SS-2,2024-08-03 08:25:12.833,2024-08-03 08:25:08,30588.0,9323.22,1528.0,83.0,ascending,True,/142508h3907.86N/10340.73WO116/032/A=030588 -236T3181P EOSS BALLOON,"AE0SS-2>APZEOS,EOSS,WIDE2-1,qAO,AE0SS-10:/142508h3907.86N/10340.73WO116/032/A=030588 -236T3181P EOSS BALLOON",116.0,37.0,59.5,39.131,-103.6788333333,1.16,1.87,-10.48,-23.6,249.55,31810.0,0.31,0.00086163,0.44406704,0.00014444,-0.00016667,25.46666667,7.762,high Re,-0.03,25.477778,0.003889,0.74012,0.017995,-0.015013,-1.883245,26.082262,-0.009156,7.76563,0.001185,0.225585,0.005485,-0.016091,-1.885324,7.949875,
EOSS-361,KC0D-2,2024-08-03 08:25:17.229,2024-08-03 08:25:15,30881.0,9412.53,1530.0,90.0,ascending,True,/142515h3907.80N/10340.68WO155/043/A=030881 324T3165P EOSS Balloon,"KC0D-2>APZEOS,EOSS,WIDE2-1,qAO,AE0SS-9:/142515h3907.80N/10340.68WO155/043/A=030881 324T3165P EOSS Balloon",155.0,49.0,78.9,39.13,-103.678,1.24,2.0,90.32,32.4,305.55,31650.0,0.31,0.00070018,0.36085595,0.00013889,-0.00016667,25.5,7.77233333,high Re,0.001111,25.48,0.00358,0.697827,0.016858,0.02866,-0.146459,26.176106,0.000344,7.7663,0.001091,0.212694,0.005138,0.028366,-0.145387,7.97848,
