flight,beacons,day,balloonsize,liftfactor,h2fill,maxaltitude,numpoints,flighttime,flighttime_secs,range_distance_traveled,weights.client,weights.eoss,weights.parachute,weights.neckload,weights.balloon,weights.gross,weights.necklift,launch_location.latitude,launch_location.longitude,launch_location.altitude,landing_location.latitude,landing_location.longitude,landing_location.distance_from_launch,landing_location.altitude
EOSS-368,"['KC0D-1', 'AE0SS-3']",2025-02-01,1500gm,1.30,267,91544.0,501,2hrs 9mins 0secs,7740.0,87.26,6.70,3.47,1.70,11.87,3.31,15.18,16.43,39.6083333333,-104.0421666667,5423.0,39.3553333333,-102.4378333333,87.26,4181.0
