flightid,callsign,receivetime,packettime,altitude_ft,altitude_m,vert_rate_ftmin,elapsed_secs,flight_phase,position_packet,info,raw,bearing,speed_mph,speed_kph,latitude,longitude,distance_from_launch_mi,distance_from_launch_km,temperature_f,temperature_c,temperature_k,pressure_pa,pressure_atm,airdensity_slugs,airdensity_kgm3,velocity_x_degs,velocity_y_degs,velocity_z_fts,velocity_z_ms,airflow,acceleration_fts2,velocity_mean_fts,acceleration_mean_fts2,velocity_std_fts,acceleration_std_fts2,velocity_norm_fts,acceleration_norm_fts2,velocity_curvefit_fts,acceleration_ms2,velocity_mean_ms,acceleration_mean_ms2,velocity_std_ms,acceleration_std_ms2,velocity_norm_ms,acceleration_norm_ms2,velocity_curvefit_ms,reynolds_transition
EOSS-323,AE0SS-13,2022-04-09 07:01:12.640,2022-04-09 07:01:11,5227.0,1593.19,6.0,0.0,ascending,True,/130111h3936.46N/10402.46WO196/000EOSS Baloon/A=005227!W09!,"AE0SS-13>APTT4,EOSS,qAO,N2XGL-12:/130111h3936.46N/10402.46WO196/000EOSS Baloon/A=005227!W09!",196.0,0.0,0.0,39.6076666667,-104.04115,0.0,0.0,,,,,,,,-5.6e-07,0.0,0.1,0.03033333,high Re,,0.1,,,,,,3.218603,,0.030333,,,,,,0.849861,
EOSS-323,KC0D-14,2022-04-09 07:01:32.000,2022-04-09 07:01:30,5270.0,1606.3,92.0,19.0,ascending,True,/130130h3936.48N/10402.48WO039/032/A=005270 205T8332P EOSS BALLOON,"KC0D-14>APZEOS,EOSS,WIDE2-1,qAO,KC0L-10:/130130h3936.48N/10402.48WO039/032/A=005270 205T8332P EOSS BALLOON",39.0,37.0,59.5,39.608,-104.0413333333,0.02,0.04,68.9,20.5,293.65,83320.0,0.82,0.00191794,0.98846593,0.0,1.111e-05,1.53333333,0.46733333,high Re,0.047778,0.816667,0.047778,1.01352,,0.707106,,4.111488,0.014567,0.248833,0.014567,0.309006,,0.707107,,1.149793,
EOSS-323,AE0SS-13,2022-04-09 07:01:42.636,2022-04-09 07:01:41,5417.0,1651.1,380.0,30.0,ascending,True,/130141h3936.49N/10402.44WO054/017EOSS Baloon/A=005417!W06!,"AE0SS-13>APTT4,EOSS,qAO,N2XGL-12:/130141h3936.49N/10402.44WO054/017EOSS Baloon/A=005417!W06!",54.0,20.0,32.2,39.6081666667,-104.0407666667,0.04,0.06,,,,,,,,1.278e-05,1.667e-05,6.33333333,1.93033333,high Re,0.16,2.655556,0.103889,3.264682,0.079353,1.126535,0.707106,6.931427,0.048767,0.809333,0.031667,0.995099,0.024183,1.126521,0.707108,2.08963,
EOSS-323,KC0D-14,2022-04-09 07:02:01.933,2022-04-09 07:02:00,5874.0,1790.4,1208.0,49.0,ascending,True,/130200h3936.54N/10402.27WO081/032/A=005874 206T8165P EOSS BALLOON,"KC0D-14>APZEOS,EOSS,WIDE2-1,qAO,N6BA-10:/130200h3936.54N/10402.27WO081/032/A=005874 206T8165P EOSS BALLOON",81.0,37.0,59.5,39.609,-104.0378333333,0.2,0.32,69.08,20.6,293.75,81650.0,0.81,0.00187886,0.96832415,0.00011667,3.333e-05,20.13333333,6.13666667,high Re,0.46,7.025,0.222593,9.136389,0.21312,1.434739,1.113959,13.68316,0.140211,2.141167,0.067848,2.784828,0.064959,1.434738,1.11398,4.284965,
EOSS-323,AE0SS-13,2022-04-09 07:02:12.635,2022-04-09 07:02:11,6015.0,1833.37,1196.0,60.0,ascending,True,/130211h3936.54N/10402.16WO081/023EOSS Baloon/A=006015!W95!,"AE0SS-13>APTT4,EOSS,qAO,KC0L-10:/130211h3936.54N/10402.16WO081/023EOSS Baloon/A=006015!W95!",81.0,26.0,41.8,39.60915,-104.0360833333,0.29,0.46,,,,,,,,0.00015611,3.278e-05,19.93333333,6.07566667,high Re,-0.006667,9.606667,0.165278,9.794397,0.208375,1.054344,-0.825171,15.241321,-0.002033,2.928067,0.050378,2.985383,0.063514,1.054337,-0.825188,4.776278,
EOSS-323,KC0D-14,2022-04-09 07:02:31.924,2022-04-09 07:02:30,6484.0,1976.32,1220.0,79.0,ascending,True,/130230h3936.55N/10402.02WO095/019/A=006484 208T7986P EOSS BALLOON,"KC0D-14>APZEOS,EOSS,WIDE2-1,qAO,N6BA-10:/130230h3936.55N/10402.02WO095/019/A=006484 208T7986P EOSS BALLOON",95.0,22.0,35.4,39.6091666667,-104.0336666667,0.41,0.66,69.44,20.8,293.95,79860.0,0.79,0.00183642,0.94645134,0.00013889,5.56e-06,20.33333333,6.19733333,high Re,0.013333,11.394444,0.134889,9.79393,0.192828,0.912697,-0.630386,19.022578,0.004056,3.472944,0.041114,2.98519,0.058776,0.912635,-0.630495,5.928482,
EOSS-323,AE0SS-13,2022-04-09 07:02:42.288,2022-04-09 07:02:41,6664.0,2031.19,1298.0,90.0,ascending,True,/130241h3936.53N/10401.95WO121/016EOSS Baloon/A=006664!W93!,"AE0SS-13>APTT4,EOSS,qAO,W0ARP-1:/130241h3936.53N/10401.95WO121/016EOSS Baloon/A=006664!W93!",121.0,18.0,29.0,39.6089833333,-104.03255,0.47,0.75,,,,,,,,0.00011778,-5.56e-06,21.63333333,6.594,high Re,0.043333,12.857143,0.11963,9.742209,0.176474,0.900842,-0.432341,19.999462,0.013222,3.91881,0.036465,2.969462,0.05379,0.900901,-0.432106,6.211251,
EOSS-323,KC0D-14,2022-04-09 07:03:01.953,2022-04-09 07:03:00,7062.0,2152.5,1156.0,109.0,ascending,True,/130300h3936.52N/10401.85WO105/017/A=007062 209T7820P EOSS BALLOON,"KC0D-14>APZEOS,EOSS,WIDE2-1,qAO,N6BA-10:/130300h3936.52N/10401.85WO105/017/A=007062 209T7820P EOSS BALLOON",105.0,20.0,32.2,39.6086666667,-104.0308333333,0.55,0.89,69.62,20.9,294.05,78200.0,0.77,0.00179763,0.92646287,9.444e-05,-1.667e-05,19.26666667,5.87266667,high Re,-0.078889,13.658333,0.09127,9.299851,0.177715,0.603056,-0.957482,21.444273,-0.024044,4.163042,0.027821,2.834647,0.054168,0.603117,-0.957484,6.604248,
EOSS-323,AE0SS-13,2022-04-09 07:03:12.783,2022-04-09 07:03:11,7238.0,2206.14,1148.0,120.0,ascending,True,/130311h3936.50N/10401.77WO082/022EOSS Baloon/A=007238!W70!,"AE0SS-13>APTT4,EOSS,qAO,N6BA-10:/130311h3936.50N/10401.77WO082/022EOSS Baloon/A=007238!W70!",82.0,25.0,40.2,39.60845,-104.0295,0.62,1.0,,,,,,,,0.00010167,-1.778e-05,19.13333333,5.83166667,high Re,-0.004444,14.266667,0.079306,8.888585,0.167976,0.547519,-0.498583,21.827621,-0.001367,4.348444,0.024172,2.709278,0.051201,0.54746,-0.498799,6.697419,
EOSS-323,KC0D-14,2022-04-09 07:03:31.987,2022-04-09 07:03:30,7692.0,2344.52,1260.0,139.0,ascending,True,/130330h3936.49N/10401.65WO107/016/A=007692 211T7643P EOSS BALLOON,"KC0D-14>APZEOS,EOSS,WIDE2-1,qAO,N6BA-10:/130330h3936.49N/10401.65WO107/016/A=007692 211T7643P EOSS BALLOON",107.0,18.0,29.0,39.6081666667,-104.0275,0.73,1.17,69.98,21.1,294.25,76430.0,0.75,0.00175575,0.9048776,0.00011111,-1.667e-05,21.0,6.40066667,high Re,0.062222,14.94,0.077407,8.646512,0.15723,0.700861,-0.096578,22.283265,0.018967,4.553667,0.023594,2.635484,0.047925,0.70082,-0.096547,6.777207,
