balloonsize,beacons,day,detected_burst.burst_ft,detected_burst.burst_m,detected_burst.detected,flight,flighttime,flighttime_secs,h2fill,landing_location.altitude_ft,landing_location.altitude_m,landing_location.distance_from_launch_km,landing_location.distance_from_launch_mi,landing_location.latitude,landing_location.longitude,launch_location.altitude_ft,launch_location.altitude_m,launch_location.latitude,launch_location.longitude,liftfactor,maxaltitude_ft,maxaltitude_m,numpoints,parachute.description,parachute.size_ft,parachute.size_m,parachute.weight_kg,parachute.weight_lb,range_distance_traveled_km,range_distance_traveled_mi,reynolds_transitions,weights.balloon_kg,weights.balloon_lb,weights.client_kg,weights.client_lb,weights.eoss_kg,weights.eoss_lb,weights.gross_kg,weights.gross_lb,weights.necklift_kg,weights.necklift_lb,weights.neckload_kg,weights.neckload_lb,weights.parachute_kg,weights.parachute_lb
3000gm,"[""KC0D-3"",""AE0SS-3""]",2026-05-09,72643.0,22141.59,true,EOSS-402,2hrs 0mins 0secs,7200.0,319,4824.0,1470.36,104.12,64.7,39.2435,-102.92466666666667,5216.0,1589.84,39.608,-104.04216666666666,1.20,72570.0,22119.34,445,Rocketman,12.0,3.66,0.77,1.7,104.12,64.7,"[{""altitude_ft"":40554.0,""altitude_m"":12360.86,""transition"":""high_to_low""}]",3.0,6.61,3.45,7.61,1.7,3.74,8.92,19.66,7.7,16.97,5.91,13.04,0.77,1.7
