flightid,callsign,receivetime,packettime,altitude_ft,altitude_m,vert_rate_ftmin,elapsed_secs,flight_phase,info,raw,bearing,speed_mph,speed_kph,latitude,longitude,distance_from_launch_mi,distance_from_launch_km,temperature_f,temperature_c,temperature_k,pressure_pa,pressure_atm,airdensity_slugs,airdensity_kgm3,velocity_x_degs,velocity_y_degs,velocity_z_fts,velocity_z_ms,airflow,acceleration_fts2,velocity_mean_fts,acceleration_mean_fts2,velocity_std_fts,acceleration_std_fts2,velocity_norm_fts,acceleration_norm_fts2,velocity_curvefit_fts,acceleration_ms2,velocity_mean_ms,acceleration_mean_ms2,velocity_std_ms,acceleration_std_ms2,velocity_norm_ms,acceleration_norm_ms2,velocity_curvefit_ms,reynolds_transition
EOSS-333,AE0SS-13,2023-01-14 07:34:12.607,2023-01-14 07:34:11,5240.0,1597.15,0.0,0.0,ascending,/143411h3936.50N/10402.52WO260/000EOSS Baloon/A=005240!W75!,"AE0SS-13>APTT4,EOSS,qAO,N0NDM-6:/143411h3936.50N/10402.52WO260/000EOSS Baloon/A=005240!W75!",260.0,0.0,0.0,39.60845,-104.0420833333,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,high Re,,0.0,,,,,,4.583062,,0.0,,,,,,1.396929,
EOSS-333,KC0D-1,2023-01-14 07:34:32.021,2023-01-14 07:34:30,5389.0,1642.57,382.0,19.0,ascending,/143430h3936.52N/10402.54WO356/008/A=005389 241T8320P EOSS BALLOON,"KC0D-1>APZEOS,EOSS,WIDE2-1,qAO,N0NDM-6:/143430h3936.52N/10402.54WO356/008/A=005389 241T8320P EOSS BALLOON",356.0,9.0,14.5,39.6086666667,-104.0423333333,0.02,0.03,75.38,24.1,297.25,83200.0,0.82,0.00189198,0.97508822,-1.111e-05,1.111e-05,6.36666667,1.94066667,high Re,0.212222,3.183333,0.212222,4.501913,,0.707107,,7.207969,0.064689,0.970333,0.064689,1.372259,,0.707107,,2.197076,
EOSS-333,AE0SS-13,2023-01-14 07:34:42.588,2023-01-14 07:34:41,5555.0,1693.16,630.0,30.0,ascending,/143441h3936.52N/10402.52WO076/008EOSS Baloon/A=005555!W97!,"AE0SS-13>APTT4,EOSS,qAO,N0NDM-6:/143441h3936.52N/10402.52WO076/008EOSS Baloon/A=005555!W97!",76.0,9.0,14.5,39.6088166667,-104.0421166667,0.03,0.04,,,,,,,,-1.11e-06,1.222e-05,10.5,3.20033333,high Re,0.137778,5.622222,0.175,5.289437,0.05264,0.922173,-0.707105,9.789636,0.041989,1.713667,0.053339,1.612197,0.016051,0.922137,-0.707121,2.983856,
EOSS-333,KC0D-1,2023-01-14 07:35:02.050,2023-01-14 07:35:00,6021.0,1835.2,1264.0,49.0,ascending,/143500h3936.49N/10402.50WO144/015/A=006021 240T8128P EOSS BALLOON,"KC0D-1>APZEOS,EOSS,WIDE2-1,qAO,N0NDM-6:/143500h3936.49N/10402.50WO144/015/A=006021 240T8128P EOSS BALLOON",144.0,17.0,27.4,39.6081666667,-104.0416666667,0.03,0.05,75.2,24.0,297.15,81280.0,0.8,0.00184894,0.95290676,2.222e-05,-1.667e-05,21.06666667,6.421,high Re,0.352222,9.483333,0.234074,8.847871,0.108879,1.309166,1.085131,15.371282,0.107356,2.8905,0.071345,2.696764,0.033188,1.309162,1.085061,4.685176,
EOSS-333,AE0SS-13,2023-01-14 07:35:12.212,2023-01-14 07:35:11,6205.0,1891.28,1300.0,60.0,ascending,/143511h3936.46N/10402.47WO145/004EOSS Baloon/A=006205!W42!,"AE0SS-13>APTT4,EOSS,qAO,W0ARP-2:/143511h3936.46N/10402.47WO145/004EOSS Baloon/A=006205!W42!",145.0,5.0,8.0,39.6077333333,-104.0412,0.07,0.11,,,,,,,,3.056e-05,-3.611e-05,21.66666667,6.604,high Re,0.02,11.92,0.180556,9.402145,0.13914,1.036643,-1.153917,16.99984,0.0061,3.6332,0.055034,2.865731,0.042409,1.036664,-1.153859,5.181531,
EOSS-333,KC0D-1,2023-01-14 07:35:31.824,2023-01-14 07:35:30,6656.0,2028.75,1270.0,79.0,ascending,/143530h3936.40N/10402.41WO138/021/A=006656 240T7944P EOSS BALLOON,"KC0D-1>APZEOS,EOSS,WIDE2-1,qAO,N6BA-10:/143530h3936.40N/10402.41WO138/021/A=006656 240T7944P EOSS BALLOON",138.0,24.0,38.6,39.6066666667,-104.0401666667,0.16,0.26,75.2,24.0,297.15,79440.0,0.78,0.00180709,0.93133505,5e-05,-5e-05,21.16666667,6.45166667,high Re,-0.016667,13.461111,0.141111,9.217939,0.14933,0.83593,-1.056573,19.897254,-0.005078,4.102944,0.043011,2.809607,0.045514,0.835961,-1.056576,6.064693,
EOSS-333,AE0SS-13,2023-01-14 07:35:42.311,2023-01-14 07:35:41,6845.0,2086.36,1280.0,90.0,ascending,/143541h3936.36N/10402.36WO128/019EOSS Baloon/A=006845!W23!,"AE0SS-13>APTT4,EOSS,qAO,N6BA-10:/143541h3936.36N/10402.36WO128/019EOSS Baloon/A=006845!W23!",128.0,22.0,35.4,39.6060333333,-104.0393833333,0.22,0.35,,,,,,,,6.056e-05,-5.667e-05,21.33333333,6.50266667,high Re,0.005556,14.585714,0.118519,8.925346,0.144575,0.756006,-0.781345,20.726292,0.0017,4.445762,0.036126,2.720461,0.044065,0.756087,-0.781255,6.31739,
EOSS-333,KC0D-1,2023-01-14 07:36:01.824,2023-01-14 07:36:00,7266.0,2214.68,1220.0,109.0,ascending,/143600h3936.29N/10402.25WO140/021/A=007266 238T7767P EOSS BALLOON,"KC0D-1>APZEOS,EOSS,WIDE2-1,qAO,N6BA-10:/143600h3936.29N/10402.25WO140/021/A=007266 238T7767P EOSS BALLOON",140.0,24.0,38.6,39.6048333333,-104.0375,0.35,0.56,74.84,23.8,296.95,77670.0,0.77,0.00176801,0.9111973,8.889e-05,-6.111e-05,20.33333333,6.19766667,high Re,-0.033333,15.304167,0.096825,8.509461,0.143918,0.591009,-0.90439,21.936538,-0.010167,4.66475,0.029513,2.593701,0.043866,0.591015,-0.904573,6.686261,
EOSS-333,AE0SS-13,2023-01-14 07:36:12.360,2023-01-14 07:36:11,7416.0,2260.4,1142.0,120.0,ascending,/143611h3936.25N/10402.18WO108/016EOSS Baloon/A=007416!W86!,"AE0SS-13>APTT4,EOSS,qAO,W0ARP-2:/143611h3936.25N/10402.18WO108/016EOSS Baloon/A=007416!W86!",108.0,18.0,29.0,39.6043,-104.0364333333,0.42,0.67,,,,,,,,9.833e-05,-5.778e-05,19.03333333,5.80133333,high Re,-0.043333,15.718519,0.079306,8.056349,0.142159,0.411454,-0.862689,22.192662,-0.013211,4.791037,0.024172,2.455587,0.04333,0.411428,-0.862751,6.764325,
EOSS-333,KC0D-1,2023-01-14 07:36:31.830,2023-01-14 07:36:30,7871.0,2399.08,1210.0,139.0,ascending,/143630h3936.20N/10402.11WO123/012/A=007871 235T7599P EOSS BALLOON,"KC0D-1>APZEOS,EOSS,WIDE2-1,qAO,N6BA-10:/143630h3936.20N/10402.11WO123/012/A=007871 235T7599P EOSS BALLOON",123.0,14.0,22.5,39.6033333333,-104.0351666667,0.51,0.82,74.3,23.5,296.65,75990.0,0.75,0.00173152,0.89238968,7.778e-05,-5e-05,20.16666667,6.14666667,high Re,0.037778,16.163333,0.074691,7.724747,0.133696,0.518248,-0.276097,22.544682,0.011511,4.9266,0.022765,2.354505,0.040751,0.518184,-0.276165,6.871615,
