flightid,callsign,receivetime,packettime,altitude,vert_rate_ftmin,elapsed_secs,flight_phase,info,raw,bearing,speed_mph,latitude,longitude,temperature_k,pressure_pa,velocity_x,velocity_y,velocity_z,airflow,acceleration,velocity_mean,acceleration_mean,velocity_std,acceleration_std,velocity_norm,acceleration_norm,velocity_curvefit
EOSS-340,KC0D-1,2023-04-22 07:16:31.989,2023-04-22 07:16:30,5443.0,436.0,0.0,ascending,/131630h3936.45N/10402.47WO188/007/A=005443 282T8400P EOSS BALLOON,"KC0D-1>APZEOS,EOSS,WIDE2-1,qAO,AE0SS-1:/131630h3936.45N/10402.47WO188/007/A=005443 282T8400P EOSS BALLOON",188.0,8.0,39.6075,-104.0411666667,301.35,84000.0,5.56e-06,-1.111e-05,7.26666667,high Re,,7.266667,,,,,,11.30971
EOSS-340,AE0SS-13,2023-04-22 07:16:42.467,2023-04-22 07:16:41,5604.0,740.0,11.0,ascending,/131641h3936.43N/10402.48WO230/006EOSS Baloon/A=005604!W40!,"AE0SS-13>APTT4,EOSS,qAO,W0ARP-2:/131641h3936.43N/10402.48WO230/006EOSS Baloon/A=005604!W40!",230.0,7.0,39.6072333333,-104.0413333333,,,-1.67e-06,-1.722e-05,12.33333333,high Re,0.168889,9.8,0.168889,3.582674,,0.707107,,12.438307
EOSS-340,KC0D-1,2023-04-22 07:17:02.018,2023-04-22 07:17:00,5983.0,1080.0,30.0,ascending,/131700h3936.40N/10402.49WO164/008/A=005983 279T8225P EOSS BALLOON,"KC0D-1>APZEOS,EOSS,WIDE2-1,qAO,AE0SS-1:/131700h3936.40N/10402.49WO164/008/A=005983 279T8225P EOSS BALLOON",164.0,9.0,39.6066666667,-104.0415,301.05,82250.0,-1.111e-05,-2.778e-05,18.0,high Re,0.188889,12.533333,0.178889,5.369461,0.014142,1.018103,0.707114,14.552595
EOSS-340,AE0SS-13,2023-04-22 07:17:12.371,2023-04-22 07:17:11,6149.0,1090.0,41.0,ascending,/131711h3936.36N/10402.48WO179/007EOSS Baloon/A=006149!W85!,"AE0SS-13>APTT4,EOSS,qAO,W0ARP-2:/131711h3936.36N/10402.48WO179/007EOSS Baloon/A=006149!W85!",179.0,8.0,39.6061333333,-104.0414166667,,,-2.78e-06,-3.667e-05,18.16666667,high Re,0.005556,13.941667,0.121111,5.210984,0.100572,0.810787,-1.148978,15.272347
EOSS-340,KC0D-1,2023-04-22 07:17:31.997,2023-04-22 07:17:30,6503.0,1040.0,60.0,ascending,/131730h3936.33N/10402.50WO228/011/A=006503 276T8058P EOSS BALLOON,"KC0D-1>APZEOS,EOSS,WIDE2-1,qAO,AE0SS-1:/131730h3936.33N/10402.50WO228/011/A=006503 276T8058P EOSS BALLOON",228.0,13.0,39.6055,-104.0416666667,300.75,80580.0,-5.56e-06,-3.889e-05,17.33333333,high Re,-0.027778,14.62,0.083889,4.760929,0.110839,0.569917,-1.00747,16.463963
EOSS-340,AE0SS-13,2023-04-22 07:17:42.295,2023-04-22 07:17:41,6694.0,1090.0,71.0,ascending,/131741h3936.29N/10402.51WO182/008EOSS Baloon/A=006694!W88!,"AE0SS-13>APTT4,EOSS,qAO,W0ARP-2:/131741h3936.29N/10402.51WO182/008EOSS Baloon/A=006694!W88!",182.0,9.0,39.6049666667,-104.0419666667,,,-1.833e-05,-3.889e-05,18.16666667,high Re,0.027778,15.211111,0.072667,4.497736,0.099215,0.657121,-0.452442,16.942648
EOSS-340,KC0D-1,2023-04-22 07:18:01.997,2023-04-22 07:18:00,7028.0,1050.0,90.0,ascending,/131800h3936.25N/10402.52WO206/008/A=007028 272T7893P EOSS BALLOON,"KC0D-1>APZEOS,EOSS,WIDE2-1,qAO,AE0SS-1:/131800h3936.25N/10402.52WO206/008/A=007028 272T7893P EOSS BALLOON",206.0,9.0,39.6041666667,-104.042,300.35,78930.0,-1.111e-05,-4.444e-05,17.5,high Re,-0.022222,15.538095,0.056852,4.196005,0.096827,0.467565,-0.816652,17.557476
EOSS-340,AE0SS-13,2023-04-22 07:18:12.306,2023-04-22 07:18:11,7193.0,998.0,101.0,ascending,/131811h3936.22N/10402.52WO161/013EOSS Baloon/A=007193!W23!,"AE0SS-13>APTT4,EOSS,qAO,W0ARP-2:/131811h3936.22N/10402.52WO161/013EOSS Baloon/A=007193!W23!",161.0,15.0,39.6037,-104.04205,,,-2.78e-06,-4.222e-05,16.63333333,high Re,-0.028889,15.675,0.044603,3.903997,0.094144,0.245475,-0.780634,17.774319
EOSS-340,KC0D-1,2023-04-22 07:18:31.975,2023-04-22 07:18:30,7544.0,1032.0,120.0,ascending,/131830h3936.17N/10402.54WO163/010/A=007544 268T7734P EOSS BALLOON,"KC0D-1>APZEOS,EOSS,WIDE2-1,qAO,AE0SS-1:/131830h3936.17N/10402.54WO163/010/A=007544 268T7734P EOSS BALLOON",163.0,12.0,39.6028333333,-104.0423333333,299.95,77340.0,-1.111e-05,-4.444e-05,17.2,high Re,0.018889,15.844444,0.041389,3.687064,0.087634,0.367652,-0.25675,18.085501
EOSS-340,AE0SS-13,2023-04-22 07:18:42.361,2023-04-22 07:18:41,7714.0,1042.0,131.0,ascending,/131841h3936.14N/10402.55WO197/015EOSS Baloon/A=007714!W00!,"AE0SS-13>APTT4,EOSS,qAO,W0ARP-2:/131841h3936.14N/10402.55WO197/015EOSS Baloon/A=007714!W00!",197.0,17.0,39.6023333333,-104.0425,,,-1.5e-05,-4.556e-05,17.36666667,high Re,0.005556,15.996667,0.037408,3.509368,0.082839,0.390384,-0.384505,18.176802
EOSS-340,KC0D-1,2023-04-22 07:19:02.028,2023-04-22 07:19:00,8067.0,1046.0,150.0,ascending,/131900h3936.07N/10402.58WO202/019/A=008067 265T7576P EOSS BALLOON,"KC0D-1>APZEOS,EOSS,WIDE2-1,qAO,AE0SS-1:/131900h3936.07N/10402.58WO202/019/A=008067 265T7576P EOSS BALLOON",202.0,22.0,39.6011666667,-104.043,299.65,75760.0,-2.222e-05,-5.556e-05,17.43333333,high Re,0.002222,16.127273,0.033889,3.357341,0.07889,0.389016,-0.401407,18.274377
EOSS-340,AE0SS-13,2023-04-22 07:19:12.256,2023-04-22 07:19:11,8229.0,1030.0,161.0,ascending,/131911h3936.01N/10402.58WO177/020EOSS Baloon/A=008229!W88!,"AE0SS-13>APTT4,EOSS,qAO,W0ARP-2:/131911h3936.01N/10402.58WO177/020EOSS Baloon/A=008229!W88!",177.0,23.0,39.6003,-104.0431333333,,,-2.111e-05,-6.778e-05,17.16666667,high Re,-0.008889,16.213889,0.03,3.21513,0.075945,0.296342,-0.512068,18.287161
EOSS-340,KC0D-1,2023-04-22 07:19:32.023,2023-04-22 07:19:30,8593.0,1052.0,180.0,ascending,/131930h3935.96N/10402.60WO168/006/A=008593 259T7421P EOSS BALLOON,"KC0D-1>APZEOS,EOSS,WIDE2-1,qAO,AE0SS-1:/131930h3935.96N/10402.60WO168/006/A=008593 259T7421P EOSS BALLOON",168.0,7.0,39.5993333333,-104.0433333333,299.05,74210.0,-1.111e-05,-6.111e-05,17.53333333,high Re,0.012222,16.315385,0.028519,3.099929,0.072592,0.392896,-0.224501,18.266218
EOSS-340,AE0SS-13,2023-04-22 07:19:42.288,2023-04-22 07:19:41,8768.0,1078.0,191.0,ascending,/131941h3935.93N/10402.57WO162/006EOSS Baloon/A=008768!W47!,"AE0SS-13>APTT4,EOSS,qAO,W0ARP-2:/131941h3935.93N/10402.57WO162/006EOSS Baloon/A=008768!W47!",162.0,7.0,39.5989,-104.04295,,,6.11e-06,-4.667e-05,17.96666667,high Re,0.014444,16.433333,0.027436,3.010835,0.069612,0.509272,-0.186634,18.23944
EOSS-340,KC0D-1,2023-04-22 07:20:02.021,2023-04-22 07:20:00,9137.0,1088.0,210.0,ascending,/132000h3935.90N/10402.53WO114/013/A=009137 257T7264P EOSS BALLOON,"KC0D-1>APZEOS,EOSS,WIDE2-1,qAO,AE0SS-1:/132000h3935.90N/10402.53WO114/013/A=009137 257T7264P EOSS BALLOON",114.0,15.0,39.5983333333,-104.0421666667,298.85,72640.0,3.889e-05,-3.333e-05,18.13333333,high Re,0.005556,16.546667,0.025873,2.934329,0.067136,0.540725,-0.302625,18.164957
EOSS-340,AE0SS-13,2023-04-22 07:20:12.310,2023-04-22 07:20:11,9299.0,1062.0,221.0,ascending,/132011h3935.88N/10402.50WO164/007EOSS Baloon/A=009299!W44!,"AE0SS-13>APTT4,EOSS,qAO,W0ARP-2:/132011h3935.88N/10402.50WO164/007EOSS Baloon/A=009299!W44!",164.0,8.0,39.5980666667,-104.0417333333,,,4.056e-05,-2.778e-05,17.7,high Re,-0.014444,16.61875,0.023185,2.849457,0.065526,0.379458,-0.574261,18.129239
EOSS-340,KC0D-1,2023-04-22 07:20:31.990,2023-04-22 07:20:30,9680.0,1086.0,240.0,ascending,/132030h3935.85N/10402.46WO154/008/A=009680 252T7111P EOSS BALLOON,"KC0D-1>APZEOS,EOSS,WIDE2-1,qAO,AE0SS-1:/132030h3935.85N/10402.46WO154/008/A=009680 252T7111P EOSS BALLOON",154.0,9.0,39.5975,-104.041,298.35,71110.0,3.889e-05,-2.778e-05,18.1,high Re,0.013333,16.705882,0.02257,2.782266,0.063352,0.501073,-0.145804,18.049498
EOSS-340,AE0SS-13,2023-04-22 07:20:42.294,2023-04-22 07:20:41,9844.0,1090.0,251.0,ascending,/132041h3935.82N/10402.43WO111/012EOSS Baloon/A=009844!W60!,"AE0SS-13>APTT4,EOSS,qAO,W0ARP-2:/132041h3935.82N/10402.43WO111/012EOSS Baloon/A=009844!W60!",111.0,14.0,39.5971,-104.0405,,,4.111e-05,-3.222e-05,18.16666667,high Re,0.002222,16.787037,0.021373,2.721066,0.061538,0.507018,-0.311206,18.019972
EOSS-340,KC0D-1,2023-04-22 07:21:02.019,2023-04-22 07:21:00,10220.0,1080.0,270.0,ascending,/132100h3935.80N/10402.37WO112/012/A=010220 251T6962P EOSS BALLOON,"KC0D-1>APZEOS,EOSS,WIDE2-1,qAO,AE0SS-1:/132100h3935.80N/10402.37WO112/012/A=010220 251T6962P EOSS BALLOON",112.0,14.0,39.5966666667,-104.0395,298.25,69620.0,5e-05,-2.778e-05,18.0,high Re,-0.005556,16.850877,0.019877,2.659002,0.060037,0.432163,-0.423622,17.969641
EOSS-340,AE0SS-13,2023-04-22 07:21:12.225,2023-04-22 07:21:11,10375.0,1062.0,281.0,ascending,/132111h3935.78N/10402.34WO159/010EOSS Baloon/A=010375!W82!,"AE0SS-13>APTT4,EOSS,qAO,W0ARP-2:/132111h3935.78N/10402.34WO159/010EOSS Baloon/A=010375!W82!",159.0,12.0,39.5964666667,-104.0390333333,,,4.889e-05,-2.111e-05,17.7,high Re,-0.01,16.893333,0.018304,2.595038,0.058747,0.31085,-0.481795,17.95731
EOSS-340,KC0D-1,2023-04-22 07:21:32.000,2023-04-22 07:21:30,10747.0,1054.0,300.0,ascending,/132130h3935.75N/10402.30WO145/010/A=010747 246T6819P EOSS BALLOON,"KC0D-1>APZEOS,EOSS,WIDE2-1,qAO,AE0SS-1:/132130h3935.75N/10402.30WO145/010/A=010747 246T6819P EOSS BALLOON",145.0,12.0,39.5958333333,-104.0383333333,297.75,68190.0,3.889e-05,-2.778e-05,17.56666667,high Re,-0.004444,16.925397,0.017167,2.533594,0.057406,0.253107,-0.376459,17.950482
EOSS-340,AE0SS-13,2023-04-22 07:21:42.230,2023-04-22 07:21:41,10897.0,1044.0,311.0,ascending,/132141h3935.72N/10402.27WO126/008EOSS Baloon/A=010897!W22!,"AE0SS-13>APTT4,EOSS,qAO,W0ARP-2:/132141h3935.72N/10402.27WO126/008EOSS Baloon/A=010897!W22!",126.0,9.0,39.5953666667,-104.0378666667,,,3.889e-05,-3.667e-05,17.4,high Re,-0.005556,16.94697,0.016085,2.474605,0.056172,0.183072,-0.385263,17.957248
EOSS-340,KC0D-1,2023-04-22 07:22:02.057,2023-04-22 07:22:00,11298.0,1102.0,330.0,ascending,/132200h3935.67N/10402.21WO114/009/A=011298 245T6671P EOSS BALLOON,"KC0D-1>APZEOS,EOSS,WIDE2-1,qAO,AE0SS-1:/132200h3935.67N/10402.21WO114/009/A=011298 245T6671P EOSS BALLOON",114.0,10.0,39.5945,-104.0368333333,297.65,66710.0,5e-05,-4.444e-05,18.36666667,high Re,0.032222,17.008696,0.016818,2.435765,0.054926,0.557513,0.28045,18.002584
EOSS-340,AE0SS-13,2023-04-22 07:22:12.274,2023-04-22 07:22:11,11468.0,1142.0,341.0,ascending,/132211h3935.64N/10402.17WO151/017EOSS Baloon/A=011468!W89!,"AE0SS-13>APTT4,EOSS,qAO,W0ARP-2:/132211h3935.64N/10402.17WO151/017EOSS Baloon/A=011468!W89!",151.0,20.0,39.5941333333,-104.0363166667,,,5.167e-05,-4.111e-05,19.03333333,high Re,0.022222,17.093056,0.017053,2.417808,0.053675,0.802494,0.096302,18.033549
EOSS-340,KC0D-1,2023-04-22 07:22:31.982,2023-04-22 07:22:30,11858.0,1120.0,360.0,ascending,/132230h3935.60N/10402.11WO113/013/A=011858 240T6524P EOSS BALLOON,"KC0D-1>APZEOS,EOSS,WIDE2-1,qAO,AE0SS-1:/132230h3935.60N/10402.11WO113/013/A=011858 240T6524P EOSS BALLOON",113.0,15.0,39.5933333333,-104.0351666667,297.15,65240.0,5.556e-05,-3.889e-05,18.66666667,high Re,-0.012222,17.156,0.015833,2.387733,0.052834,0.632678,-0.531003,18.129474
EOSS-340,AE0SS-13,2023-04-22 07:22:42.326,2023-04-22 07:22:41,12023.0,1110.0,371.0,ascending,/132241h3935.57N/10402.05WO105/020EOSS Baloon/A=012023!W45!,"AE0SS-13>APTT4,EOSS,qAO,W0ARP-2:/132241h3935.57N/10402.05WO105/020EOSS Baloon/A=012023!W45!",105.0,23.0,39.5929,-104.03425,,,6.889e-05,-4.111e-05,18.5,high Re,-0.005556,17.207692,0.014978,2.354293,0.051898,0.548916,-0.395661,18.179791
EOSS-340,AE0SS-13,2023-04-22 07:23:12.203,2023-04-22 07:23:11,12610.0,1174.0,401.0,ascending,/132311h3935.55N/10401.85WO070/020EOSS Baloon/A=012610!W06!,"AE0SS-13>APTT4,EOSS,qAO,W0ARP-2:/132311h3935.55N/10401.85WO070/020EOSS Baloon/A=012610!W06!",70.0,23.0,39.5925,-104.0309333333,,,0.00011056,-1.333e-05,19.56666667,high Re,0.035556,17.295062,0.015769,2.352789,0.05101,0.965494,0.387904,18.399059
EOSS-340,KC0D-1,2023-04-22 07:23:31.940,2023-04-22 07:23:30,13041.0,1183.0,420.0,ascending,/132330h3935.54N/10401.75WO099/015/A=013041 235T6221P EOSS BALLOON,"KC0D-1>APZEOS,EOSS,WIDE2-1,qAO,W9CN-9:/132330h3935.54N/10401.75WO099/015/A=013041 235T6221P EOSS BALLOON",99.0,17.0,39.5923333333,-104.0291666667,296.65,62210.0,0.0001,-1.667e-05,19.71666667,high Re,0.0025,17.381548,0.015278,2.353726,0.050084,0.992095,-0.255131,18.59221
EOSS-340,AE0SS-13,2023-04-22 07:23:42.563,2023-04-22 07:23:41,13204.0,1188.0,431.0,ascending,/132341h3935.52N/10401.66WO104/025EOSS Baloon/A=013204!W35!,"AE0SS-13>APTT4,EOSS,qAO,AE0SS-1:/132341h3935.52N/10401.66WO104/025EOSS Baloon/A=013204!W35!",104.0,29.0,39.59205,-104.02775,,,0.00010611,-1.5e-05,19.8,high Re,0.002778,17.464943,0.014831,2.354539,0.049205,0.991726,-0.244955,18.670529
EOSS-340,KC0D-1,2023-04-22 07:24:01.972,2023-04-22 07:24:00,13606.0,1130.0,450.0,ascending,/132400h3935.50N/10401.52WO120/020/A=013606 234T6081P EOSS BALLOON,"KC0D-1>APZEOS,EOSS,WIDE2-1,qAO,AE0SS-1:/132400h3935.50N/10401.52WO120/020/A=013606 234T6081P EOSS BALLOON",120.0,23.0,39.5916666667,-104.0253333333,296.55,60810.0,0.00012778,-2.222e-05,18.83333333,high Re,-0.032222,17.510556,0.013209,2.327038,0.049102,0.568438,-0.925237,18.87241
EOSS-340,AE0SS-13,2023-04-22 07:24:12.226,2023-04-22 07:24:11,13762.0,1116.0,461.0,ascending,/132411h3935.46N/10401.43WO134/024EOSS Baloon/A=013762!W36!,"AE0SS-13>APTT4,EOSS,qAO,W0ARP-2:/132411h3935.46N/10401.43WO134/024EOSS Baloon/A=013762!W36!",134.0,28.0,39.59105,-104.0239333333,,,0.00012722,-3.333e-05,18.6,high Re,-0.007778,17.545699,0.012509,2.296277,0.0484,0.459135,-0.419153,18.953109
EOSS-340,KC0D-1,2023-04-22 07:24:32.013,2023-04-22 07:24:30,14163.0,1114.0,480.0,ascending,/132430h3935.40N/10401.29WO110/027/A=014163 229T5945P EOSS BALLOON,"KC0D-1>APZEOS,EOSS,WIDE2-1,qAO,W9CN-9:/132430h3935.40N/10401.29WO110/027/A=014163 229T5945P EOSS BALLOON",110.0,31.0,39.59,-104.0215,296.05,59450.0,0.00012778,-5.556e-05,18.56666667,high Re,-0.001111,17.577604,0.01207,2.266135,0.047649,0.436454,-0.276627,19.163386
EOSS-340,AE0SS-13,2023-04-22 07:24:42.176,2023-04-22 07:24:41,14342.0,1160.0,491.0,ascending,/132441h3935.35N/10401.20WO128/029EOSS Baloon/A=014342!W50!,"AE0SS-13>APTT4,EOSS,qAO,W0ARP-2:/132441h3935.35N/10401.20WO128/029EOSS Baloon/A=014342!W50!",128.0,33.0,39.58925,-104.02,,,0.00013111,-6e-05,19.33333333,high Re,0.025556,17.630808,0.012491,2.251289,0.046935,0.756245,0.278364,19.257494
EOSS-340,KC0D-1,2023-04-22 07:25:02.063,2023-04-22 07:25:00,14760.0,1194.0,510.0,ascending,/132500h3935.29N/10401.01WO109/030/A=014760 228T5802P EOSS BALLOON,"KC0D-1>APZEOS,EOSS,WIDE2-1,qAO,AE0SS-1:/132500h3935.29N/10401.01WO109/030/A=014760 228T5802P EOSS BALLOON",109.0,35.0,39.5881666667,-104.0168333333,295.95,58020.0,0.00015556,-6.111e-05,19.9,high Re,0.018889,17.697549,0.012685,2.250814,0.046209,0.978513,0.13426,19.474617
EOSS-340,AE0SS-13,2023-04-22 07:25:12.251,2023-04-22 07:25:11,14959.0,1234.0,521.0,ascending,/132511h3935.25N/10400.89WO117/030EOSS Baloon/A=014959!W64!,"AE0SS-13>APTT4,EOSS,qAO,W0ARP-2:/132511h3935.25N/10400.89WO117/030EOSS Baloon/A=014959!W64!",117.0,35.0,39.5876,-104.0149,,,0.00017,-5.5e-05,20.56666667,high Re,0.022222,17.779524,0.012966,2.26988,0.045533,1.227881,0.203281,19.575552
EOSS-340,KC0D-1,2023-04-22 07:25:32.002,2023-04-22 07:25:30,15349.0,1178.0,540.0,ascending,/132530h3935.19N/10400.66WO108/030/A=015349 224T5663P EOSS BALLOON,"KC0D-1>APZEOS,EOSS,WIDE2-1,qAO,AE0SS-1:/132530h3935.19N/10400.66WO108/030/A=015349 224T5663P EOSS BALLOON",108.0,35.0,39.5865,-104.011,295.55,56630.0,0.00019444,-5.556e-05,19.63333333,high Re,-0.031111,17.831019,0.011706,2.258452,0.045473,0.798031,-0.941592,19.766457
EOSS-340,AE0SS-13,2023-04-22 07:25:42.241,2023-04-22 07:25:41,15517.0,1116.0,551.0,ascending,/132541h3935.15N/10400.53WO107/042EOSS Baloon/A=015517!W13!,"AE0SS-13>APTT4,EOSS,qAO,W0ARP-1:/132541h3935.15N/10400.53WO107/042EOSS Baloon/A=015517!W13!",107.0,48.0,39.58585,-104.0088833333,,,0.00020056,-5.833e-05,18.6,high Re,-0.034444,17.851802,0.010424,2.230449,0.045474,0.335447,-0.986674,19.845253
EOSS-340,KC0D-1,2023-04-22 07:26:02.002,2023-04-22 07:26:00,15894.0,1090.0,570.0,ascending,/132600h3935.13N/10400.30WO111/031/A=015894 223T5538P EOSS BALLOON,"KC0D-1>APZEOS,EOSS,WIDE2-1,qAO,W9CN-9:/132600h3935.13N/10400.30WO111/031/A=015894 223T5538P EOSS BALLOON",111.0,36.0,39.5855,-104.005,295.45,55380.0,0.0002,-3.333e-05,18.16666667,high Re,-0.014444,17.860088,0.009752,2.200694,0.045024,0.13931,-0.537402,20.01313
EOSS-340,AE0SS-13,2023-04-22 07:26:12.224,2023-04-22 07:26:11,16062.0,1090.0,581.0,ascending,/132611h3935.10N/10400.18WO110/038EOSS Baloon/A=016062!W28!,"AE0SS-13>APTT4,EOSS,qAO,W0ARP-2:/132611h3935.10N/10400.18WO110/038EOSS Baloon/A=016062!W28!",110.0,44.0,39.5850333333,-104.0031333333,,,0.00019167,-2.722e-05,18.16666667,high Re,0.0,17.867949,0.009496,2.1721,0.044439,0.137525,-0.213686,20.083566
EOSS-340,KC0D-1,2023-04-22 07:26:31.938,2023-04-22 07:26:30,16492.0,1196.0,600.0,ascending,/132630h3935.07N/10359.96WO094/033/A=016492 218T5403P EOSS BALLOON,"KC0D-1>APZEOS,EOSS,WIDE2-1,qAO,AE0SS-1:/132630h3935.07N/10359.96WO094/033/A=016492 218T5403P EOSS BALLOON",94.0,38.0,39.5845,-103.9993333333,294.95,54030.0,0.00018889,-3.333e-05,19.93333333,high Re,0.058889,17.919583,0.010762,2.168799,0.044558,0.928509,1.080098,20.250425
EOSS-340,AE0SS-13,2023-04-22 07:26:42.242,2023-04-22 07:26:41,16692.0,1260.0,611.0,ascending,/132641h3935.05N/10359.83WO097/034EOSS Baloon/A=016692!W06!,"AE0SS-13>APTT4,EOSS,qAO,W0ARP-2:/132641h3935.05N/10359.83WO097/034EOSS Baloon/A=016692!W06!",97.0,39.0,39.5841666667,-103.9972666667,,,0.00019556,-2.889e-05,21.0,high Re,0.035556,17.994715,0.011382,2.194888,0.044158,1.36922,0.547443,20.321138
EOSS-340,KC0D-1,2023-04-22 07:27:02.008,2023-04-22 07:27:00,17126.0,1268.0,630.0,ascending,/132700h3935.03N/10359.64WO101/033/A=017126 217T5262P EOSS BALLOON,"KC0D-1>APZEOS,EOSS,WIDE2-1,qAO,W9CN-9:/132700h3935.03N/10359.64WO101/033/A=017126 217T5262P EOSS BALLOON",101.0,38.0,39.5838333333,-103.994,294.85,52620.0,0.00017778,-2.222e-05,21.13333333,high Re,0.004444,18.069444,0.011213,2.221391,0.043616,1.379266,-0.155195,20.459007
EOSS-340,AE0SS-13,2023-04-22 07:27:12.202,2023-04-22 07:27:11,17325.0,1266.0,641.0,ascending,/132711h3935.02N/10359.49WO086/034EOSS Baloon/A=017325!W87!,"AE0SS-13>APTT4,EOSS,qAO,W0ARP-2:/132711h3935.02N/10359.49WO086/034EOSS Baloon/A=017325!W87!",86.0,39.0,39.5838,-103.9916166667,,,0.00018833,-1.222e-05,21.1,high Re,-0.001111,18.139922,0.010919,2.242917,0.043122,1.319745,-0.278976,20.515041
EOSS-340,KC0D-1,2023-04-22 07:27:31.972,2023-04-22 07:27:30,17772.0,1292.0,660.0,ascending,/132730h3935.01N/10359.24WO094/035/A=017772 213T5122P EOSS BALLOON,"KC0D-1>APZEOS,EOSS,WIDE2-1,qAO,AE0SS-1:/132730h3935.01N/10359.24WO094/035/A=017772 213T5122P EOSS BALLOON",94.0,40.0,39.5835,-103.9873333333,294.45,51220.0,0.00022222,-1.111e-05,21.53333333,high Re,0.014444,18.217045,0.011001,2.274949,0.042609,1.457742,0.080805,20.624676
EOSS-340,AE0SS-13,2023-04-22 07:27:42.553,2023-04-22 07:27:41,17991.0,1332.0,671.0,ascending,/132741h3934.99N/10359.08WO098/037EOSS Baloon/A=017991!W67!,"AE0SS-13>APTT4,EOSS,qAO,AE0SS-1:/132741h3934.99N/10359.08WO098/037EOSS Baloon/A=017991!W67!",98.0,43.0,39.5832666667,-103.9847833333,,,0.00022778,-1.778e-05,22.2,high Re,0.022222,18.305556,0.011256,2.326006,0.042145,1.674305,0.260197,20.670425
EOSS-340,KC0D-1,2023-04-22 07:28:02.054,2023-04-22 07:28:00,18438.0,1332.0,690.0,ascending,/132800h3934.96N/10358.79WO098/049/A=018438 211T4981P EOSS BALLOON,"KC0D-1>APZEOS,EOSS,WIDE2-1,qAO,AE0SS-1:/132800h3934.96N/10358.79WO098/049/A=018438 211T4981P EOSS BALLOON",98.0,56.0,39.5826666667,-103.9798333333,294.25,49810.0,0.00025,-2.778e-05,22.2,high Re,0.0,18.390217,0.011006,2.370609,0.041697,1.60709,-0.263952,20.748487
EOSS-340,AE0SS-13,2023-04-22 07:28:12.258,2023-04-22 07:28:11,18631.0,1280.0,701.0,ascending,/132811h3934.94N/10358.58WO099/059EOSS Baloon/A=018631!W29!,"AE0SS-13>APTT4,EOSS,qAO,W0ARP-2:/132811h3934.94N/10358.58WO099/059EOSS Baloon/A=018631!W29!",99.0,68.0,39.5823666667,-103.9764833333,,,0.00027667,-3e-05,21.33333333,high Re,-0.028889,18.452837,0.010139,2.383676,0.041649,1.208426,-0.937069,20.776228
EOSS-340,KC0D-1,2023-04-22 07:28:31.994,2023-04-22 07:28:30,19078.0,1280.0,720.0,ascending,/132830h3934.92N/10358.26WO090/047/A=019078 207T4848P EOSS BALLOON,"KC0D-1>APZEOS,EOSS,WIDE2-1,qAO,W9CN-9:/132830h3934.92N/10358.26WO090/047/A=019078 207T4848P EOSS BALLOON",90.0,54.0,39.582,-103.971,293.85,48480.0,0.00029444,-2.222e-05,21.33333333,high Re,0.0,18.512847,0.009923,2.394552,0.04122,1.177876,-0.240733,20.828022
EOSS-340,AE0SS-13,2023-04-22 07:28:42.206,2023-04-22 07:28:41,19251.0,1240.0,731.0,ascending,/132841h3934.89N/10358.07WO103/051EOSS Baloon/A=019251!W42!,"AE0SS-13>APTT4,EOSS,qAO,W0ARP-2:/132841h3934.89N/10358.07WO103/051EOSS Baloon/A=019251!W42!",103.0,59.0,39.5815666667,-103.9678666667,,,0.00028722,-2.667e-05,20.66666667,high Re,-0.022222,18.556803,0.009254,2.389372,0.041042,0.88302,-0.766922,20.843827
EOSS-340,KC0D-1,2023-04-22 07:29:01.943,2023-04-22 07:29:00,19691.0,1226.0,750.0,ascending,/132900h3934.82N/10357.73WO107/062/A=019691 205T4725P EOSS BALLOON,"KC0D-1>APZEOS,EOSS,WIDE2-1,qAO,AE0SS-1:/132900h3934.82N/10357.73WO107/062/A=019691 205T4725P EOSS BALLOON",107.0,71.0,39.5803333333,-103.9621666667,293.65,47250.0,0.00029444,-5.556e-05,20.43333333,high Re,-0.007778,18.594333,0.008906,2.379708,0.040685,0.772784,-0.410077,20.874888
EOSS-340,AE0SS-13,2023-04-22 07:29:12.180,2023-04-22 07:29:11,19868.0,1234.0,761.0,ascending,/132911h3934.76N/10357.49WO107/067EOSS Baloon/A=019868!W63!,"AE0SS-13>APTT4,EOSS,qAO,W0ARP-2:/132911h3934.76N/10357.49WO107/067EOSS Baloon/A=019868!W63!",107.0,77.0,39.5794333333,-103.9582166667,,,0.00032167,-7.111e-05,20.56666667,high Re,0.004444,18.633007,0.008817,2.371925,0.040273,0.815228,-0.108584,20.884169
EOSS-340,KC0D-1,2023-04-22 07:29:32.035,2023-04-22 07:29:30,20258.0,1134.0,780.0,ascending,/132930h3934.60N/10357.11WO121/069/A=020258 201T4614P EOSS BALLOON,"KC0D-1>APZEOS,EOSS,WIDE2-1,qAO,W9CN-9:/132930h3934.60N/10357.11WO121/069/A=020258 201T4614P EOSS BALLOON",121.0,79.0,39.5766666667,-103.9518333333,293.25,46140.0,0.00034444,-0.00012222,18.9,high Re,-0.055556,18.638141,0.007554,2.348847,0.040874,0.111484,-1.544013,20.899402
