flightid,callsign,receivetime,packettime,altitude_ft,altitude_m,vert_rate_ftmin,elapsed_secs,flight_phase,position_packet,info,raw,bearing,speed_mph,speed_kph,latitude,longitude,distance_from_launch_mi,distance_from_launch_km,temperature_f,temperature_c,temperature_k,pressure_pa,pressure_atm,airdensity_slugs,airdensity_kgm3,velocity_x_degs,velocity_y_degs,velocity_z_fts,velocity_z_ms,airflow,acceleration_fts2,velocity_mean_fts,acceleration_mean_fts2,velocity_std_fts,acceleration_std_fts2,velocity_norm_fts,acceleration_norm_fts2,velocity_curvefit_fts,acceleration_ms2,velocity_mean_ms,acceleration_mean_ms2,velocity_std_ms,acceleration_std_ms2,velocity_norm_ms,acceleration_norm_ms2,velocity_curvefit_ms,reynolds_transition
EOSS-335,KC0D-3,2023-03-26 07:00:17.674,2023-03-26 07:00:15,5197.0,1584.05,-24.0,0.0,ascending,True,/130015h3936.48N/10402.53WO000/000/A=005197 -56T8364P EOSS BALLOON,"KC0D-3>APZEOS,EOSS,WIDE2-1,qAO,KC0L-10:/130015h3936.48N/10402.53WO000/000/A=005197 -56T8364P EOSS BALLOON",0.0,0.0,0.0,39.608,-104.0421666667,0.0,0.0,21.92,-5.6,267.55,83640.0,0.83,0.00211312,1.08905927,0.0,0.0,-0.4,-0.12166667,high Re,,-0.4,,,,,,5.085976,,-0.121667,,,,,,1.550265,
EOSS-335,KC0D-1,2023-03-26 07:00:29.958,2023-03-26 07:00:30,5388.0,1642.26,336.0,15.0,ascending,True,/130030h3936.48N/10402.53WO234/002/A=005388 145T8349P EOSS BALLOON,"KC0D-1>APZEOS,EOSS,WIDE2-1,qAO,KC0L-10:/130030h3936.48N/10402.53WO234/002/A=005388 145T8349P EOSS BALLOON",234.0,2.0,3.2,39.608,-104.0421666667,0.0,0.0,58.1,14.5,287.65,83490.0,0.82,0.00196194,1.01114289,0.0,0.0,5.6,1.70666667,high Re,0.2,2.6,0.2,4.242641,,0.707107,,7.83189,0.060944,0.7925,0.060944,1.292827,,0.707107,,2.387122,
EOSS-335,AE0SS-13,2023-03-26 07:00:41.147,2023-03-26 07:00:41,5513.0,1680.36,604.0,26.0,ascending,True,/130041h3936.49N/10402.54WO076/004EOSS Baloon/A=005513!W02!,"AE0SS-13>APTT4,EOSS,qAO,W0ARP-2:/130041h3936.49N/10402.54WO076/004EOSS Baloon/A=005513!W02!",76.0,5.0,8.0,39.6081666667,-104.0423666667,0.02,0.03,,,,,,,,-1.67e-06,-3.33e-06,10.06666667,3.06833333,high Re,0.148889,5.088889,0.174444,5.252019,0.036141,0.947784,-0.707092,9.455025,0.045389,1.551111,0.053166,1.600679,0.010999,0.947862,-0.707064,2.881858,
EOSS-335,KC0D-3,2023-03-26 07:00:50.185,2023-03-26 07:00:45,5676.0,1730.04,958.0,30.0,ascending,True,/130045h3936.49N/10402.54WO286/003/A=005676 -30T8211P EOSS BALLOON,"KC0D-3>APZEOS,EOSS,WIDE2-1,qAO,KC0L-10:/130045h3936.49N/10402.54WO286/003/A=005676 -30T8211P EOSS BALLOON",286.0,3.0,4.8,39.6081666667,-104.0423333333,0.01,0.02,26.6,-3.0,270.15,82110.0,0.81,0.0020545,1.05884778,-5.56e-06,5.56e-06,15.96666667,4.86633333,high Re,0.196667,7.808333,0.181852,6.926085,0.028595,1.177914,0.518098,11.379655,0.059933,2.379917,0.055422,2.110874,0.008704,1.177908,0.518267,3.468463,
EOSS-335,AE0SS-13,2023-03-26 07:01:11.540,2023-03-26 07:01:11,6126.0,1867.2,1226.0,56.0,ascending,True,/130111h3936.48N/10402.50WO112/010EOSS Baloon/A=006126!W50!,"AE0SS-13>APTT4,EOSS,qAO,KC0L-10:/130111h3936.48N/10402.50WO112/010EOSS Baloon/A=006126!W50!",112.0,12.0,19.3,39.6080833333,-104.0416666667,0.03,0.04,,,,,,,,2.333e-05,-2.78e-06,20.43333333,6.228,high Re,0.148889,10.333333,0.173611,8.237482,0.028579,1.226103,-0.865041,15.688427,0.045389,3.149533,0.052914,2.510656,0.008699,1.22616,-0.865042,4.781796,
EOSS-335,KC0D-3,2023-03-26 07:01:17.390,2023-03-26 07:01:15,6255.0,1906.52,1158.0,60.0,ascending,True,/130115h3936.48N/10402.47WO094/010/A=006255 -30T8025P EOSS BALLOON,"KC0D-3>APZEOS,EOSS,WIDE2-1,qAO,N6BA-10:/130115h3936.48N/10402.47WO094/010/A=006255 -30T8025P EOSS BALLOON",94.0,12.0,19.3,39.608,-104.0411666667,0.05,0.09,26.6,-3.0,270.15,80250.0,0.79,0.00200796,1.03486219,3.889e-05,-5.56e-06,19.3,5.88266667,high Re,-0.037778,11.827778,0.131333,8.227094,0.097722,0.908246,-1.730532,16.682626,-0.011511,3.605056,0.040029,2.507532,0.02978,0.908308,-1.730692,5.084838,
EOSS-335,AE0SS-13,2023-03-26 07:01:41.057,2023-03-26 07:01:41,6740.0,2054.35,1228.0,86.0,ascending,True,/130141h3936.46N/10402.37WO138/012EOSS Baloon/A=006740!W66!,"AE0SS-13>APTT4,EOSS,qAO,W0ARP-2:/130141h3936.46N/10402.37WO138/012EOSS Baloon/A=006740!W66!",138.0,14.0,22.5,39.6077666667,-104.0396,0.14,0.22,,,,,,,,6.889e-05,-1.056e-05,20.46666667,6.23833333,high Re,0.038889,13.061905,0.115926,8.189366,0.095205,0.904192,-0.80917,19.61832,0.011856,3.981238,0.035333,2.496068,0.029013,0.90426,-0.809189,5.97966,
EOSS-335,KC0D-3,2023-03-26 07:01:49.909,2023-03-26 07:01:45,6894.0,2101.29,1278.0,90.0,ascending,True,/130145h3936.46N/10402.36WO092/007/A=006894 -32T7835P EOSS BALLOON,"KC0D-3>APZEOS,EOSS,WIDE2-1,qAO,N6BA-10:/130145h3936.46N/10402.36WO092/007/A=006894 -32T7835P EOSS BALLOON",92.0,8.0,12.9,39.6076666667,-104.0393333333,0.15,0.25,26.24,-3.2,269.95,78350.0,0.77,0.00196188,1.01110933,6.111e-05,-1.111e-05,21.3,6.49233333,high Re,0.027778,14.091667,0.103333,8.122079,0.093077,0.887499,-0.811747,20.319102,0.008467,4.295125,0.031495,2.475582,0.028365,0.887552,-0.811846,6.193264,
EOSS-335,AE0SS-13,2023-03-26 07:02:11.088,2023-03-26 07:02:11,7363.0,2244.24,1246.0,116.0,ascending,True,/130211h3936.44N/10402.29WO060/008EOSS Baloon/A=007363!W59!,"AE0SS-13>APTT4,EOSS,qAO,W0ARP-2:/130211h3936.44N/10402.29WO060/008EOSS Baloon/A=007363!W59!",60.0,9.0,14.5,39.6074166667,-104.0383166667,0.21,0.34,,,,,,,,4.278e-05,-1.167e-05,20.76666667,6.32966667,high Re,-0.017778,14.833333,0.088194,7.916614,0.096225,0.749479,-1.101294,21.894451,-0.005422,4.521185,0.026881,2.412959,0.029326,0.749487,-1.101514,6.673431,
EOSS-335,AE0SS-13,2023-03-26 07:02:41.111,2023-03-26 07:02:41,8006.0,2440.23,1286.0,146.0,ascending,True,/130241h3936.40N/10402.21WO126/017EOSS Baloon/A=008006!W48!,"AE0SS-13>APTT4,EOSS,qAO,W0ARP-2:/130241h3936.40N/10402.21WO126/017EOSS Baloon/A=008006!W48!",126.0,20.0,32.2,39.6067333333,-104.0369666667,0.29,0.47,,,,,,,,4.5e-05,-2.278e-05,21.43333333,6.533,high Re,0.022222,15.493333,0.080864,7.75017,0.092658,0.766435,-0.632887,22.987495,0.006778,4.722367,0.024647,2.362241,0.028238,0.76649,-0.6328,7.0066,
