flightid,callsign,receivetime,packettime,altitude_ft,altitude_m,vert_rate_ftmin,elapsed_secs,flight_phase,position_packet,info,raw,bearing,speed_mph,speed_kph,latitude,longitude,distance_from_launch_mi,distance_from_launch_km,temperature_f,temperature_c,temperature_k,pressure_pa,pressure_atm,airdensity_slugs,airdensity_kgm3,velocity_x_degs,velocity_y_degs,velocity_z_fts,velocity_z_ms,airflow,acceleration_fts2,velocity_mean_fts,acceleration_mean_fts2,velocity_std_fts,acceleration_std_fts2,velocity_norm_fts,acceleration_norm_fts2,velocity_curvefit_fts,acceleration_ms2,velocity_mean_ms,acceleration_mean_ms2,velocity_std_ms,acceleration_std_ms2,velocity_norm_ms,acceleration_norm_ms2,velocity_curvefit_ms,reynolds_transition
EOSS-375,AE0SS-2,2025-05-03 08:18:42.917,2025-05-03 08:18:38,5402.0,1646.53,2.0,0.0,ascending,True,/141838h3914.17N/10341.81WO075/000/A=005402 122T8333P EOSS BALLOON,"AE0SS-2>APZEOS,EOSS,WIDE2-1,qAO,KE0UWC-9:/141838h3914.17N/10341.81WO075/000/A=005402 122T8333P EOSS BALLOON",75.0,0.0,0.0,39.2361666667,-103.6968333333,0.0,0.0,53.96,12.2,285.35,83330.0,0.82,0.00197396,1.01733961,0.0,0.0,0.03333333,0.01033333,high Re,,0.033333,,,,,,4.212288,,0.010333,,,,,,1.283923,
EOSS-375,KC0D-3,2025-05-03 08:18:42.372,2025-05-03 08:18:40,5403.0,1646.83,8.0,2.0,ascending,True,/141840h3914.17N/10341.81WO311/000/A=005403 124T8335P EOSS Balloon,"KC0D-3>APZEOS,EOSS*,WIDE2-1,qAO,W9CN-9:/141840h3914.17N/10341.81WO311/000/A=005403 124T8335P EOSS Balloon",311.0,0.0,0.0,39.2361666667,-103.6968333333,0.0,0.0,54.32,12.4,285.55,83350.0,0.82,0.00197306,1.01687106,0.0,0.0,0.13333333,0.04033333,high Re,0.003333,0.083333,0.003333,0.070711,,0.707108,,4.226706,0.001,0.025333,0.001,0.021213,,0.707129,,1.288248,
EOSS-375,AE0SS-4,2025-05-03 08:18:46.359,2025-05-03 08:18:44,5417.0,1651.1,16.0,6.0,ascending,True,/141844h3914.17N/10341.81WO175/024/A=005417 T8345P EOSS BALLOON,"AE0SS-4>APZEOS,EOSS*,WIDE2-1,qAO,W9CN-9:/141844h3914.17N/10341.81WO175/024/A=005417 T8345P EOSS BALLOON",175.0,28.0,45.1,39.2361666667,-103.6968333333,0.0,0.0,,,,,,,,0.0,0.0,0.26666667,0.08133333,high Re,0.004444,0.144444,0.003888,0.117063,0.000786,1.044076,0.707379,4.427604,0.001367,0.044,0.001184,0.035642,0.00026,1.047453,0.703846,1.349522,
EOSS-375,AE0SS-2,2025-05-03 08:19:10.345,2025-05-03 08:19:08,5842.0,1780.64,880.0,30.0,ascending,True,/141908h3914.20N/10341.80WO332/009/A=005842 115T8202P EOSS BALLOON,"AE0SS-2>APZEOS,EOSS*,WIDE2-1,qAO,W9CN-9:/141908h3914.20N/10341.80WO332/009/A=005842 115T8202P EOSS BALLOON",332.0,10.0,16.1,39.2366666667,-103.6966666667,0.04,0.06,52.7,11.5,284.65,82020.0,0.81,0.00194771,1.00380886,5.56e-06,1.667e-05,14.66666667,4.47033333,high Re,0.48,3.775,0.162592,7.26174,0.274884,1.49987,1.154698,9.727754,0.1463,1.150583,0.049556,2.213358,0.083783,1.49987,1.154697,2.965019,
EOSS-375,KC0D-3,2025-05-03 08:19:14.736,2025-05-03 08:19:10,5931.0,1807.77,1056.0,32.0,ascending,True,/141910h3914.21N/10341.81WO327/007/A=005931 126T8171P EOSS Balloon,"KC0D-3>APZEOS,EOSS*,WIDE2-1,qAO,AE0SS-10:/141910h3914.21N/10341.81WO327/007/A=005931 126T8171P EOSS Balloon",327.0,8.0,12.9,39.2368333333,-103.6968333333,0.05,0.07,54.68,12.6,285.75,81710.0,0.81,0.00193288,0.99616532,0.0,2.222e-05,17.6,5.36466667,high Re,0.097778,6.54,0.146389,8.819058,0.226769,1.254102,-0.214364,10.657825,0.029811,1.9934,0.04462,2.688106,0.069117,1.254142,-0.21426,3.248535,
EOSS-375,AE0SS-2,2025-05-03 08:19:42.859,2025-05-03 08:19:38,6365.0,1940.05,1046.0,60.0,ascending,True,/141938h3914.28N/10341.74WO062/012/A=006365 110T8039P EOSS BALLOON,"AE0SS-2>APZEOS,EOSS*,WIDE2-1,qAO,AE0SS-10:/141938h3914.28N/10341.74WO062/012/A=006365 110T8039P EOSS BALLOON",62.0,14.0,22.5,39.238,-103.6956666667,0.14,0.23,51.8,11.0,284.15,80390.0,0.79,0.00191236,0.9855912,3.333e-05,4.444e-05,17.43333333,5.31366667,high Re,-0.005556,8.355556,0.116,9.055279,0.207812,1.002485,-0.584933,14.43101,-0.0017,2.546778,0.035356,2.760089,0.06334,1.002464,-0.585033,4.398577,
EOSS-375,KC0D-3,2025-05-03 08:19:42.341,2025-05-03 08:19:40,6481.0,1975.41,1100.0,62.0,ascending,True,/141940h3914.28N/10341.73WO022/011/A=006481 125T8015P EOSS Balloon,"KC0D-3>APZEOS,EOSS*,WIDE2-1,qAO,W9CN-9:/141940h3914.28N/10341.73WO022/011/A=006481 125T8015P EOSS Balloon",22.0,13.0,20.9,39.238,-103.6955,0.15,0.23,54.5,12.5,285.65,80150.0,0.79,0.00189664,0.9774887,4.444e-05,3.889e-05,18.33333333,5.588,high Re,0.03,9.780952,0.101666,9.085924,0.189159,0.941278,-0.378866,15.247568,0.009144,2.981238,0.030987,2.769423,0.057655,0.941265,-0.378857,4.647487,
EOSS-375,AE0SS-4,2025-05-03 08:19:46.392,2025-05-03 08:19:44,6517.0,1986.38,1100.0,66.0,ascending,True,/141944h3914.29N/10341.72WO067/014/A=006517 T8013P EOSS BALLOON,"AE0SS-4>APZEOS,EOSS*,WIDE2-1,qAO,W9CN-9:/141944h3914.29N/10341.72WO067/014/A=006517 T8013P EOSS BALLOON",67.0,16.0,25.7,39.2381666667,-103.6953333333,0.16,0.26,,,,,,,,2.5e-05,3.333e-05,18.33333333,5.588,high Re,0.0,10.85,0.087143,8.938875,0.176902,0.837167,-0.492606,15.486164,0.0,3.307083,0.02656,2.724597,0.053919,0.837158,-0.492591,4.720193,
EOSS-375,AE0SS-2,2025-05-03 08:20:10.394,2025-05-03 08:20:08,6983.0,2128.42,1236.0,90.0,ascending,True,/142008h3914.30N/10341.65WO133/002/A=006983 121T7862P EOSS BALLOON,"AE0SS-2>APZEOS,EOSS*,WIDE2-1,qAO,W9CN-9:/142008h3914.30N/10341.65WO133/002/A=006983 121T7862P EOSS BALLOON",133.0,2.0,3.2,39.2383333333,-103.6941666667,0.21,0.33,53.78,12.1,285.25,78620.0,0.78,0.00186304,0.96017376,5e-05,1.111e-05,20.6,6.279,high Re,0.075556,11.933333,0.085694,8.970956,0.16383,0.966081,-0.061881,18.007999,0.023033,3.637296,0.026119,2.734386,0.049935,0.966105,-0.0618,5.488865,
EOSS-375,KC0D-3,2025-05-03 08:20:14.666,2025-05-03 08:20:10,7096.0,2162.86,1230.0,92.0,ascending,True,/142010h3914.31N/10341.64WO072/009/A=007096 131T7832P EOSS Balloon,"KC0D-3>APZEOS,EOSS,WIDE2-1,qAO,N0JD-10:/142010h3914.31N/10341.64WO072/009/A=007096 131T7832P EOSS Balloon",72.0,10.0,16.1,39.2385,-103.694,0.22,0.36,55.58,13.1,286.25,78320.0,0.77,0.00184945,0.95316839,5e-05,1.667e-05,20.5,6.24833333,high Re,-0.003333,12.79,0.075802,8.88115,0.156096,0.868131,-0.506964,18.478332,-0.001022,3.8984,0.023104,2.707001,0.047578,0.868095,-0.507083,5.632212,
