flight,beacons,day,balloonsize,liftfactor,h2fill,maxaltitude,numpoints,flighttime,flighttime_secs,range_distance_traveled,weights.client,weights.eoss,weights.parachute,weights.neckload,weights.balloon,weights.gross,weights.necklift,launch_location.latitude,launch_location.longitude,launch_location.altitude,landing_location.latitude,landing_location.longitude,landing_location.distance_from_launch,landing_location.altitude
EOSS-331,"['KC0D-1', 'KC0D-3', 'AE0SS-12']",2022-11-05,3000gm,1.20,411,111177.0,571,2hrs 5mins 12secs,7512.0,76.73,11.26,6.33,1.15,18.73,6.61,25.35,23.80,39.6078333333,-104.0413333333,5340.0,39.1830333333,-102.7124166667,76.73,5060.0
