flight,beacons,day,balloonsize,liftfactor,h2fill,maxaltitude_ft,maxaltitude_m,numpoints,flighttime,flighttime_secs,range_distance_traveled_mi,range_distance_traveled_km,parachute.description,parachute.size_ft,parachute.size_m,parachute.weight_lb,parachute.weight_kg,weights.client_lb,weights.client_kg,weights.eoss_lb,weights.eoss_kg,weights.parachute_lb,weights.parachute_kg,weights.neckload_lb,weights.neckload_kg,weights.balloon_lb,weights.balloon_kg,weights.gross_lb,weights.gross_kg,weights.necklift_lb,weights.necklift_kg,detected_burst.detected,detected_burst.burst_ft,detected_burst.burst_m,launch_location.latitude,launch_location.longitude,launch_location.altitude_ft,launch_location.altitude_m,landing_location.latitude,landing_location.longitude,landing_location.distance_from_launch_mi,landing_location.distance_from_launch_km,landing_location.altitude_ft,landing_location.altitude_m
EOSS-385,"['KC0D-2', 'AE0SS-2']",2025-11-2,3000gm,1.20,355,95809.0,29202.58,331,1hrs 54mins 23secs,6863.0,56.11,90.3,Rocketman,12,3.66,1.7,0.77,10.16,4.61,3.44,1.56,1.7,0.77,15.3,6.94,6.61,3.0,21.92,9.94,19.69,8.93,True,95917,29235.5,40.2248333333,-104.0773333333,4557.0,1388.97,39.7418333333,-103.2243333333,56.11,90.3,4868.0,1483.77
