flightid,callsign,receivetime,packettime,altitude,vert_rate_ftmin,elapsed_secs,flight_phase,info,raw,bearing,speed_mph,latitude,longitude,distance_from_launch,temperature_k,pressure_pa,airdensity_slugs,airdensity_kgm3,velocity_x,velocity_y,velocity_z,airflow,acceleration,velocity_mean,acceleration_mean,velocity_std,acceleration_std,velocity_norm,acceleration_norm,velocity_curvefit,reynolds_transition
EOSS-329,KC0D-3,2022-10-15 07:59:50.199,2022-10-15 07:59:45,5246.0,78.0,0.0,ascending,/135945h3936.49N/10402.53WO342/009/A=005246 77T8407P EOSS BALLOON,"KC0D-3>APZEOS,EOSS,WIDE2-1,qAO,N2XGL-12:/135945h3936.49N/10402.53WO342/009/A=005246 77T8407P EOSS BALLOON",342.0,10.0,39.6081666667,-104.0421666667,0.0,280.85,84070.0,0.0020234,1.04281932,0.0,5.56e-06,1.3,high Re,,1.3,,,,,,10.077704,
EOSS-329,KC0D-1,2022-10-15 08:00:01.894,2022-10-15 08:00:00,5648.0,838.0,15.0,ascending,/140000h3936.48N/10402.49WO158/011/A=005648 134T8327P EOSS BALLOON,"KC0D-1>APZEOS,EOSS,WIDE2-1,qAO,N2XGL-12:/140000h3936.48N/10402.49WO158/011/A=005648 134T8327P EOSS BALLOON",158.0,13.0,39.608,-104.0415,0.04,286.55,83270.0,0.00196428,1.0123498,2.778e-05,-1.111e-05,13.96666667,high Re,0.422222,7.633333,0.422222,8.956686,,0.707107,,13.719262,
EOSS-329,AE0SS-13,2022-10-15 08:00:12.194,2022-10-15 08:00:11,5755.0,1088.0,26.0,ascending,/140011h3936.43N/10402.48WO227/006EOSS Baloon/A=005755!W68!,"AE0SS-13>APTT4,EOSS,qAO,W0ARP-2:/140011h3936.43N/10402.48WO227/006EOSS Baloon/A=005755!W68!",227.0,7.0,39.6072666667,-104.0414666667,0.07,,,,,2.333e-05,-2.556e-05,18.13333333,high Re,0.138889,11.133333,0.280556,8.767047,0.200347,0.798444,-0.707108,14.542709,
EOSS-329,KC0D-3,2022-10-15 08:00:17.721,2022-10-15 08:00:15,5872.0,1252.0,30.0,ascending,/140015h3936.42N/10402.50WO223/017/A=005872 93T8212P EOSS BALLOON,"KC0D-3>APZEOS,EOSS,WIDE2-1,qAO,N2XGL-12:/140015h3936.42N/10402.50WO223/017/A=005872 93T8212P EOSS BALLOON",223.0,20.0,39.607,-104.0416666667,0.08,282.45,82120.0,0.00196527,1.01286091,1.667e-05,-3.889e-05,20.86666667,high Re,0.091111,13.566667,0.217407,8.655934,0.178976,0.843352,-0.705659,15.379376,
EOSS-329,KC0D-1,2022-10-15 08:00:31.851,2022-10-15 08:00:30,6228.0,1160.0,45.0,ascending,/140030h3936.37N/10402.58WO230/014/A=006228 135T8136P EOSS BALLOON,"KC0D-1>APZEOS,EOSS,WIDE2-1,qAO,N2XGL-12:/140030h3936.37N/10402.58WO230/014/A=006228 135T8136P EOSS BALLOON",230.0,16.0,39.6061666667,-104.043,0.15,286.65,81360.0,0.00191856,0.98878403,-5e-05,-6.111e-05,19.33333333,high Re,-0.051111,14.72,0.150278,7.92747,0.198445,0.581943,-1.014835,17.55086,
EOSS-329,AE0SS-13,2022-10-15 08:00:42.341,2022-10-15 08:00:41,6389.0,1268.0,56.0,ascending,/140041h3936.32N/10402.63WO221/023EOSS Baloon/A=006389!W05!,"AE0SS-13>APTT4,EOSS,qAO,W0ARP-2:/140041h3936.32N/10402.63WO221/023EOSS Baloon/A=006389!W05!",221.0,26.0,39.6053333333,-104.0439166667,0.22,,,,,-8.167e-05,-6.444e-05,21.13333333,high Re,0.06,15.788889,0.132222,7.558503,0.176537,0.707077,-0.409104,18.365775,
EOSS-329,KC0D-3,2022-10-15 08:00:49.777,2022-10-15 08:00:45,6479.0,1214.0,60.0,ascending,/140045h3936.29N/10402.65WO220/026/A=006479 104T8031P EOSS BALLOON,"KC0D-3>APZEOS,EOSS,WIDE2-1,qAO,N2XGL-12:/140045h3936.29N/10402.65WO220/026/A=006479 104T8031P EOSS BALLOON",220.0,30.0,39.6048333333,-104.0441666667,0.25,283.55,80310.0,0.0019145,0.98669385,-8.333e-05,-7.222e-05,20.23333333,high Re,-0.03,16.42381,0.105185,7.101479,0.171226,0.536441,-0.789512,18.780319,
EOSS-329,KC0D-1,2022-10-15 08:01:01.896,2022-10-15 08:01:00,6879.0,1302.0,75.0,ascending,/140100h3936.23N/10402.76WO222/025/A=006879 136T7944P EOSS BALLOON,"KC0D-1>APZEOS,EOSS,WIDE2-1,qAO,N2XGL-12:/140100h3936.23N/10402.76WO222/025/A=006879 136T7944P EOSS BALLOON",222.0,29.0,39.6038333333,-104.046,0.36,286.75,79440.0,0.00187263,0.9651132,-0.0001,-7.778e-05,21.7,high Re,0.048889,17.083333,0.097143,6.834204,0.157749,0.675524,-0.305891,20.304089,
EOSS-329,AE0SS-13,2022-10-15 08:01:12.298,2022-10-15 08:01:11,7032.0,1286.0,86.0,ascending,/140111h3936.16N/10402.84WO242/029EOSS Baloon/A=007032!W89!,"AE0SS-13>APTT4,EOSS,qAO,W0ARP-2:/140111h3936.16N/10402.84WO242/029EOSS Baloon/A=007032!W89!",242.0,33.0,39.6028,-104.0474833333,0.47,,,,,-0.00011889,-8.444e-05,21.43333333,high Re,-0.008889,17.566667,0.083889,6.555193,0.150782,0.589863,-0.615312,20.764072,
EOSS-329,KC0D-3,2022-10-15 08:01:17.721,2022-10-15 08:01:15,7144.0,1330.0,90.0,ascending,/140115h3936.14N/10402.88WO244/026/A=007144 96T7832P EOSS BALLOON,"KC0D-3>APZEOS,EOSS,WIDE2-1,qAO,N2XGL-12:/140115h3936.14N/10402.88WO244/026/A=007144 96T7832P EOSS BALLOON",244.0,30.0,39.6023333333,-104.048,0.51,282.75,78320.0,0.00187235,0.96496712,-0.00012778,-8.333e-05,22.16666667,high Re,0.024444,18.026667,0.077284,6.349177,0.142428,0.652053,-0.370994,21.062663,
EOSS-329,KC0D-1,2022-10-15 08:01:31.911,2022-10-15 08:01:30,7496.0,1234.0,105.0,ascending,/140130h3936.10N/10402.98WO244/025/A=007496 137T7766P EOSS BALLOON,"KC0D-1>APZEOS,EOSS,WIDE2-1,qAO,N2XGL-12:/140130h3936.10N/10402.98WO244/025/A=007496 137T7766P EOSS BALLOON",244.0,29.0,39.6016666667,-104.0496666667,0.6,286.85,77660.0,0.00183003,0.94315915,-0.00012222,-7.222e-05,20.56666667,high Re,-0.053333,18.257576,0.064222,6.071849,0.140492,0.380294,-0.836738,21.814289,
EOSS-329,AE0SS-13,2022-10-15 08:01:42.220,2022-10-15 08:01:41,7632.0,1200.0,116.0,ascending,/140141h3936.07N/10403.04WO219/021EOSS Baloon/A=007632!W08!,"AE0SS-13>APTT4,EOSS,qAO,W0ARP-2:/140141h3936.07N/10403.04WO219/021EOSS Baloon/A=007632!W08!",219.0,24.0,39.6011666667,-104.0508,0.67,,,,,-0.00011056,-5.444e-05,20.0,high Re,-0.018889,18.402778,0.056667,5.811091,0.135617,0.274858,-0.557128,22.037236,
EOSS-329,KC0D-3,2022-10-15 08:01:49.775,2022-10-15 08:01:45,7771.0,1254.0,120.0,ascending,/140145h3936.06N/10403.07WO253/017/A=007771 90T7659P EOSS BALLOON,"KC0D-3>APZEOS,EOSS,WIDE2-1,qAO,N2XGL-12:/140145h3936.06N/10403.07WO253/017/A=007771 90T7659P EOSS BALLOON",253.0,20.0,39.601,-104.0511666667,0.69,282.15,76590.0,0.00183488,0.94565879,-0.00010556,-4.444e-05,20.9,high Re,0.03,18.594872,0.054444,5.60664,0.129535,0.411143,-0.188706,22.230976,
EOSS-329,KC0D-1,2022-10-15 08:02:01.924,2022-10-15 08:02:00,8120.0,1248.0,135.0,ascending,/140200h3936.02N/10403.12WO210/010/A=008120 138T7588P EOSS BALLOON,"KC0D-1>APZEOS,EOSS,WIDE2-1,qAO,N2XGL-12:/140200h3936.02N/10403.12WO210/010/A=008120 138T7588P EOSS BALLOON",210.0,12.0,39.6003333333,-104.052,0.75,286.95,75880.0,0.00178746,0.92122039,-7.778e-05,-4.444e-05,20.8,high Re,-0.003333,18.752381,0.05,5.418829,0.125051,0.377871,-0.42649,22.584325,
EOSS-329,AE0SS-13,2022-10-15 08:02:12.211,2022-10-15 08:02:11,8288.0,1312.0,146.0,ascending,/140211h3936.01N/10403.14WO325/003EOSS Baloon/A=008288!W10!,"AE0SS-13>APTT4,EOSS,qAO,W0ARP-2:/140211h3936.01N/10403.14WO325/003EOSS Baloon/A=008288!W10!",325.0,3.0,39.6001833333,-104.0523333333,0.77,,,,,-5.111e-05,-3.278e-05,21.86666667,high Re,0.035556,18.96,0.048968,5.283265,0.120207,0.550165,-0.111574,22.695898,
EOSS-329,KC0D-3,2022-10-15 08:02:17.658,2022-10-15 08:02:15,8391.0,1240.0,150.0,ascending,/140215h3936.00N/10403.15WO178/011/A=008391 93T7479P EOSS BALLOON,"KC0D-3>APZEOS,EOSS,WIDE2-1,qAO,N2XGL-12:/140215h3936.00N/10403.15WO178/011/A=008391 93T7479P EOSS BALLOON",178.0,13.0,39.6,-104.0525,0.79,282.45,74790.0,0.00178985,0.92245333,-4.444e-05,-3.333e-05,20.66666667,high Re,-0.04,19.066667,0.043037,5.121921,0.118091,0.312383,-0.703161,22.748112,
EOSS-329,KC0D-1,2022-10-15 08:02:31.921,2022-10-15 08:02:30,8737.0,1234.0,165.0,ascending,/140230h3935.99N/10403.12WO124/010/A=008737 139T7419P EOSS BALLOON,"KC0D-1>APZEOS,EOSS,WIDE2-1,qAO,N2XGL-12:/140230h3935.99N/10403.12WO124/010/A=008737 139T7419P EOSS BALLOON",124.0,12.0,39.5998333333,-104.052,0.78,287.05,74190.0,0.00174704,0.90038918,0.0,-1.667e-05,20.56666667,high Re,-0.003333,19.154902,0.040139,4.972605,0.114674,0.283908,-0.379092,22.846414,
EOSS-329,AE0SS-13,2022-10-15 08:02:42.209,2022-10-15 08:02:41,8932.0,1288.0,176.0,ascending,/140241h3935.97N/10403.09WO098/011EOSS Baloon/A=008932!W83!,"AE0SS-13>APTT4,EOSS,qAO,W0ARP-2:/140241h3935.97N/10403.09WO098/011EOSS Baloon/A=008932!W83!",98.0,13.0,39.5996333333,-104.05155,0.77,,,,,2.611e-05,-1.833e-05,21.46666667,high Re,0.03,19.283333,0.039543,4.85481,0.11106,0.449726,-0.085927,22.857862,
EOSS-329,KC0D-3,2022-10-15 08:02:49.809,2022-10-15 08:02:45,9067.0,1352.0,180.0,ascending,/140245h3935.98N/10403.08WO102/005/A=009067 103T7295P EOSS BALLOON,"KC0D-3>APZEOS,EOSS,WIDE2-1,qAO,N2XGL-12:/140245h3935.98N/10403.08WO102/005/A=009067 103T7295P EOSS BALLOON",102.0,6.0,39.5996666667,-104.0513333333,0.76,283.45,72950.0,0.00173966,0.89658462,3.889e-05,-1.111e-05,22.53333333,high Re,0.035556,19.454386,0.039321,4.776579,0.107748,0.644593,-0.034943,22.850622,
EOSS-329,KC0D-1,2022-10-15 08:03:01.910,2022-10-15 08:03:00,9425.0,1376.0,195.0,ascending,/140300h3935.96N/10403.03WO117/017/A=009425 141T7234P EOSS BALLOON,"KC0D-1>APZEOS,EOSS,WIDE2-1,qAO,N2XGL-12:/140300h3935.96N/10403.03WO117/017/A=009425 141T7234P EOSS BALLOON",117.0,20.0,39.5993333333,-104.0505,0.75,287.25,72340.0,0.00170229,0.87732583,5e-05,-1.667e-05,22.93333333,high Re,0.013333,19.628333,0.037953,4.713813,0.104882,0.701131,-0.23474,22.783395,
EOSS-329,AE0SS-13,2022-10-15 08:03:12.197,2022-10-15 08:03:11,9571.0,1278.0,206.0,ascending,/140311h3935.94N/10402.99WO168/007EOSS Baloon/A=009571!W00!,"AE0SS-13>APTT4,EOSS,qAO,W0ARP-2:/140311h3935.94N/10402.99WO168/007EOSS Baloon/A=009571!W00!",168.0,8.0,39.599,-104.0498333333,0.75,,,,,5.722e-05,-2.111e-05,21.3,high Re,-0.054444,19.707937,0.033333,4.608915,0.104154,0.345431,-0.842762,22.740148,
EOSS-329,KC0D-3,2022-10-15 08:03:17.203,2022-10-15 08:03:15,9693.0,1252.0,210.0,ascending,/140315h3935.93N/10402.97WO129/010/A=009693 98T7132P EOSS BALLOON,"KC0D-3>APZEOS,EOSS,WIDE2-1,qAO,N2XGL-12:/140315h3935.93N/10402.97WO129/010/A=009693 98T7132P EOSS BALLOON",129.0,12.0,39.5988333333,-104.0495,0.75,282.95,71320.0,0.0017038,0.87810022,6.111e-05,-2.778e-05,20.86666667,high Re,-0.014444,19.760606,0.031058,4.50462,0.102051,0.245539,-0.445875,22.698625,
EOSS-329,KC0D-1,2022-10-15 08:03:31.923,2022-10-15 08:03:30,10053.0,1256.0,225.0,ascending,/140330h3935.90N/10402.91WO097/015/A=010053 142T7068P EOSS BALLOON,"KC0D-1>APZEOS,EOSS,WIDE2-1,qAO,N2XGL-12:/140330h3935.90N/10402.91WO097/015/A=010053 142T7068P EOSS BALLOON",97.0,17.0,39.5983333333,-104.0485,0.76,287.35,70680.0,0.00166265,0.85689535,6.667e-05,-3.333e-05,20.93333333,high Re,0.002222,19.811594,0.029748,4.40784,0.099781,0.254487,-0.275864,22.555169,
EOSS-329,AE0SS-13,2022-10-15 08:03:42.174,2022-10-15 08:03:41,10211.0,1280.0,236.0,ascending,/140341h3935.88N/10402.86WO153/016EOSS Baloon/A=010211!W65!,"AE0SS-13>APTT4,EOSS,qAO,W0ARP-2:/140341h3935.88N/10402.86WO153/016EOSS Baloon/A=010211!W65!",153.0,18.0,39.5981,-104.04775,0.76,,,,,6.944e-05,-3e-05,21.33333333,high Re,0.013333,19.875,0.029034,4.322129,0.097547,0.337411,-0.160958,22.485615,
EOSS-329,KC0D-3,2022-10-15 08:03:49.901,2022-10-15 08:03:45,10361.0,1336.0,240.0,ascending,/140345h3935.87N/10402.83WO096/017/A=010361 86T6960P EOSS BALLOON,"KC0D-3>APZEOS,EOSS,WIDE2-1,qAO,N2XGL-12:/140345h3935.87N/10402.83WO096/017/A=010361 86T6960P EOSS BALLOON",96.0,20.0,39.5978333333,-104.0471666667,0.76,281.75,69600.0,0.00166979,0.86057309,7.778e-05,-3.333e-05,22.26666667,high Re,0.031111,19.970667,0.02912,4.258079,0.095404,0.53921,0.020869,22.417571,
EOSS-329,KC0D-1,2022-10-15 08:04:01.828,2022-10-15 08:04:00,10781.0,1456.0,255.0,ascending,/140400h3935.84N/10402.77WO122/017/A=010781 143T6880P EOSS BALLOON,"KC0D-1>APZEOS,EOSS,WIDE2-1,qAO,N2XGL-12:/140400h3935.84N/10402.77WO122/017/A=010781 143T6880P EOSS BALLOON",122.0,20.0,39.5973333333,-104.0461666667,0.78,287.45,68800.0,0.00161786,0.83381283,7.778e-05,-3.333e-05,24.26666667,high Re,0.066667,20.135897,0.030622,4.256268,0.093696,0.970514,0.384702,22.22472,
EOSS-329,AE0SS-13,2022-10-15 08:04:12.242,2022-10-15 08:04:11,10950.0,1478.0,266.0,ascending,/140411h3935.82N/10402.71WO158/010EOSS Baloon/A=010950!W35!,"AE0SS-13>APTT4,EOSS,qAO,W0ARP-2:/140411h3935.82N/10402.71WO158/010EOSS Baloon/A=010950!W35!",158.0,12.0,39.59705,-104.04525,0.78,,,,,8.333e-05,-3.5e-05,24.63333333,high Re,0.012222,20.302469,0.029915,4.262417,0.091874,1.016058,-0.192579,22.149067,
EOSS-329,KC0D-3,2022-10-15 08:04:17.471,2022-10-15 08:04:15,11068.0,1414.0,270.0,ascending,/140415h3935.80N/10402.70WO159/014/A=011068 72T6774P EOSS BALLOON,"KC0D-3>APZEOS,EOSS,WIDE2-1,qAO,N2XGL-12:/140415h3935.80N/10402.70WO159/014/A=011068 72T6774P EOSS BALLOON",159.0,16.0,39.5966666667,-104.045,0.81,280.35,67740.0,0.00163328,0.84175767,7.222e-05,-3.889e-05,23.56666667,high Re,-0.035556,20.419048,0.02749,4.227983,0.090967,0.744473,-0.693065,22.097714,
EOSS-329,KC0D-1,2022-10-15 08:04:31.894,2022-10-15 08:04:30,11448.0,1334.0,285.0,ascending,/140430h3935.77N/10402.63WO121/020/A=011448 144T6710P EOSS BALLOON,"KC0D-1>APZEOS,EOSS,WIDE2-1,qAO,N2XGL-12:/140430h3935.77N/10402.63WO121/020/A=011448 144T6710P EOSS BALLOON",121.0,23.0,39.5961666667,-104.0438333333,0.83,287.55,67100.0,0.00157734,0.81292709,7.778e-05,-3.889e-05,22.23333333,high Re,-0.044444,20.481609,0.024921,4.165443,0.090296,0.420537,-0.768196,21.943937,
EOSS-329,AE0SS-13,2022-10-15 08:04:42.219,2022-10-15 08:04:41,11603.0,1306.0,296.0,ascending,/140441h3935.74N/10402.57WO123/016EOSS Baloon/A=011603!W83!,"AE0SS-13>APTT4,EOSS,qAO,W0ARP-2:/140441h3935.74N/10402.57WO123/016EOSS Baloon/A=011603!W83!",123.0,18.0,39.5958,-104.0428833333,0.85,,,,,7.889e-05,-4.167e-05,21.76666667,high Re,-0.015556,20.524444,0.023525,4.099714,0.088987,0.303002,-0.439177,21.887495,
EOSS-329,KC0D-3,2022-10-15 08:04:49.966,2022-10-15 08:04:45,11740.0,1344.0,300.0,ascending,/140445h3935.73N/10402.55WO132/011/A=011740 54T6601P EOSS BALLOON,"KC0D-3>APZEOS,EOSS,WIDE2-1,qAO,N2XGL-12:/140445h3935.73N/10402.55WO132/011/A=011740 54T6601P EOSS BALLOON",132.0,13.0,39.5955,-104.0425,0.87,278.55,66010.0,0.00160185,0.82556072,8.333e-05,-3.889e-05,22.4,high Re,0.021111,20.584946,0.023444,4.044858,0.08744,0.448731,-0.026681,21.841123,
EOSS-329,KC0D-1,2022-10-15 08:05:01.897,2022-10-15 08:05:00,12106.0,1316.0,315.0,ascending,/140500h3935.72N/10402.49WO108/010/A=012106 146T6545P EOSS BALLOON,"KC0D-1>APZEOS,EOSS,WIDE2-1,qAO,N2XGL-12:/140500h3935.72N/10402.49WO108/010/A=012106 146T6545P EOSS BALLOON",108.0,12.0,39.5953333333,-104.0415,0.89,287.75,65450.0,0.00153748,0.79238595,7.778e-05,-2.778e-05,21.93333333,high Re,-0.015556,20.627083,0.022186,3.986217,0.086255,0.327692,-0.437563,21.735013,
EOSS-329,AE0SS-13,2022-10-15 08:05:12.204,2022-10-15 08:05:11,12262.0,1318.0,326.0,ascending,/140511h3935.70N/10402.44WO166/015EOSS Baloon/A=012262!W04!,"AE0SS-13>APTT4,EOSS,qAO,W0ARP-2:/140511h3935.70N/10402.44WO166/015EOSS Baloon/A=012262!W04!",166.0,17.0,39.595,-104.0407333333,0.91,,,,,7.167e-05,-2.667e-05,21.96666667,high Re,0.001111,20.667677,0.021528,3.930362,0.084934,0.330501,-0.240387,21.69817,
EOSS-329,KC0D-3,2022-10-15 08:05:17.463,2022-10-15 08:05:15,12393.0,1306.0,330.0,ascending,/140515h3935.70N/10402.43WO086/016/A=012393 38T6449P EOSS BALLOON,"KC0D-3>APZEOS,EOSS,WIDE2-1,qAO,N2XGL-12:/140515h3935.70N/10402.43WO086/016/A=012393 38T6449P EOSS BALLOON",86.0,18.0,39.595,-104.0405,0.91,276.95,64490.0,0.00157401,0.8112103,6.667e-05,-1.667e-05,21.76666667,high Re,-0.006667,20.7,0.020673,3.874939,0.083741,0.275273,-0.326483,21.671268,
EOSS-329,KC0D-1,2022-10-15 08:05:31.941,2022-10-15 08:05:30,12802.0,1392.0,345.0,ascending,/140530h3935.68N/10402.36WO120/019/A=012802 147T6375P EOSS BALLOON,"KC0D-1>APZEOS,EOSS,WIDE2-1,qAO,N2XGL-12:/140530h3935.68N/10402.36WO120/019/A=012802 147T6375P EOSS BALLOON",120.0,22.0,39.5946666667,-104.0393333333,0.94,287.85,63750.0,0.00149703,0.77153637,7.222e-05,-2.222e-05,23.2,high Re,0.047778,20.771429,0.021471,3.840846,0.082593,0.632301,0.318514,21.611463,
EOSS-329,AE0SS-13,2022-10-15 08:05:42.310,2022-10-15 08:05:41,12948.0,1372.0,356.0,ascending,/140541h3935.66N/10402.31WO092/011EOSS Baloon/A=012948!W01!,"AE0SS-13>APTT4,EOSS,qAO,KB0TVJ-1:/140541h3935.66N/10402.31WO092/011EOSS Baloon/A=012948!W01!",92.0,13.0,39.5943333333,-104.0385166667,0.97,,,,,7.389e-05,-2.222e-05,22.86666667,high Re,-0.011111,20.82963,0.02054,3.801652,0.081555,0.535829,-0.388094,21.599022,
EOSS-329,KC0D-3,2022-10-15 08:05:49.934,2022-10-15 08:05:45,13067.0,1348.0,360.0,ascending,/140545h3935.65N/10402.28WO131/020/A=013067 19T6284P EOSS BALLOON,"KC0D-3>APZEOS,EOSS,WIDE2-1,qAO,N2XGL-12:/140545h3935.65N/10402.28WO131/020/A=013067 19T6284P EOSS BALLOON",131.0,23.0,39.5941666667,-104.038,0.99,275.05,62840.0,0.00154433,0.79591552,8.333e-05,-2.778e-05,22.46666667,high Re,-0.013333,20.873874,0.019599,3.758128,0.08058,0.423826,-0.408687,21.592315,
EOSS-329,KC0D-1,2022-10-15 08:06:01.882,2022-10-15 08:06:00,13467.0,1330.0,375.0,ascending,/140600h3935.62N/10402.20WO128/015/A=013467 147T6214P EOSS BALLOON,"KC0D-1>APZEOS,EOSS,WIDE2-1,qAO,N2XGL-12:/140600h3935.62N/10402.20WO128/015/A=013467 147T6214P EOSS BALLOON",128.0,17.0,39.5936666667,-104.0366666667,1.04,287.85,62140.0,0.00145922,0.7520513,8.889e-05,-3.333e-05,22.16666667,high Re,-0.01,20.907895,0.018799,3.712922,0.079602,0.339025,-0.361787,21.591822,
EOSS-329,AE0SS-13,2022-10-15 08:06:12.234,2022-10-15 08:06:11,13647.0,1398.0,386.0,ascending,/140611h3935.59N/10402.13WO114/020EOSS Baloon/A=013647!W75!,"AE0SS-13>APTT4,EOSS,qAO,W0ARP-1:/140611h3935.59N/10402.13WO114/020EOSS Baloon/A=013647!W75!",114.0,23.0,39.5932833333,-104.0355833333,1.09,,,,,9.778e-05,-3.5e-05,23.3,high Re,0.037778,20.969231,0.019298,3.683711,0.078579,0.632723,0.235177,21.602275,
EOSS-329,KC0D-3,2022-10-15 08:06:17.449,2022-10-15 08:06:15,13788.0,1442.0,390.0,ascending,/140615h3935.58N/10402.11WO139/021/A=013788 1T6112P EOSS BALLOON,"KC0D-3>APZEOS,EOSS,WIDE2-1,qAO,N2XGL-12:/140615h3935.58N/10402.11WO139/021/A=013788 1T6112P EOSS BALLOON",139.0,24.0,39.593,-104.0351666667,1.11,273.25,61120.0,0.00151196,0.77922993,9.444e-05,-3.889e-05,24.03333333,high Re,0.024444,21.045833,0.01943,3.668311,0.077543,0.814408,0.064661,21.61486,
EOSS-329,KC0D-1,2022-10-15 08:06:31.912,2022-10-15 08:06:30,14158.0,1382.0,405.0,ascending,/140630h3935.54N/10402.05WO126/016/A=014158 148T6052P EOSS BALLOON,"KC0D-1>APZEOS,EOSS,WIDE2-1,qAO,N2XGL-12:/140630h3935.54N/10402.05WO126/016/A=014158 148T6052P EOSS BALLOON",126.0,18.0,39.5923333333,-104.0341666667,1.17,287.95,60520.0,0.00142068,0.73219083,8.333e-05,-4.444e-05,23.03333333,high Re,-0.033333,21.094309,0.018111,3.635442,0.076995,0.533367,-0.668147,21.665122,
EOSS-329,AE0SS-13,2022-10-15 08:06:42.229,2022-10-15 08:06:41,14339.0,1384.0,416.0,ascending,/140641h3935.50N/10401.99WO114/020EOSS Baloon/A=014339!W89!,"AE0SS-13>APTT4,EOSS,qAO,W0ARP-2:/140641h3935.50N/10401.99WO114/020EOSS Baloon/A=014339!W89!",114.0,23.0,39.5918,-104.0333166667,1.22,,,,,7.556e-05,-4.944e-05,23.06666667,high Re,0.001111,21.14127,0.017696,3.603708,0.076073,0.534282,-0.218014,21.698137,
EOSS-329,KC0D-3,2022-10-15 08:06:49.958,2022-10-15 08:06:45,14449.0,1322.0,420.0,ascending,/140645h3935.49N/10401.96WO133/029/A=014449 -16T5958P EOSS BALLOON,"KC0D-3>APZEOS,EOSS,WIDE2-1,qAO,N2XGL-12:/140645h3935.49N/10401.96WO133/029/A=014449 -16T5958P EOSS BALLOON",133.0,33.0,39.5915,-104.0326666667,1.26,271.55,59580.0,0.00148309,0.76435153,8.333e-05,-5e-05,22.03333333,high Re,-0.034444,21.162016,0.016455,3.563146,0.075569,0.244536,-0.673543,21.720687,
EOSS-329,KC0D-1,2022-10-15 08:07:01.938,2022-10-15 08:07:00,14778.0,1240.0,435.0,ascending,/140700h3935.44N/10401.85WO129/021/A=014778 149T5908P EOSS BALLOON,"KC0D-1>APZEOS,EOSS,WIDE2-1,qAO,N2XGL-12:/140700h3935.44N/10401.85WO129/021/A=014778 149T5908P EOSS BALLOON",129.0,24.0,39.5906666667,-104.0308333333,1.35,288.05,59080.0,0.0013864,0.7145211,0.00011111,-5.556e-05,20.66666667,high Re,-0.045556,21.150758,0.015013,3.522262,0.075261,-0.137438,-0.804786,21.798355,
EOSS-329,AE0SS-13,2022-10-15 08:07:12.213,2022-10-15 08:07:11,14940.0,1202.0,446.0,ascending,/140711h3935.39N/10401.76WO104/020EOSS Baloon/A=014940!W11!,"AE0SS-13>APTT4,EOSS,qAO,W0ARP-2:/140711h3935.39N/10401.76WO104/020EOSS Baloon/A=014940!W11!",104.0,23.0,39.58985,-104.02935,1.44,,,,,0.00013222,-6.5e-05,20.03333333,high Re,-0.021111,21.125926,0.014192,3.485988,0.074579,-0.313424,-0.473364,21.841679,
EOSS-329,KC0D-3,2022-10-15 08:07:17.474,2022-10-15 08:07:15,15050.0,1202.0,450.0,ascending,/140715h3935.37N/10401.74WO135/029/A=015050 -29T5819P EOSS BALLOON,"KC0D-3>APZEOS,EOSS,WIDE2-1,qAO,N2XGL-12:/140715h3935.37N/10401.74WO135/029/A=015050 -29T5819P EOSS BALLOON",135.0,33.0,39.5895,-104.029,1.47,270.25,58190.0,0.00145545,0.75011026,0.00012222,-6.667e-05,20.03333333,high Re,0.0,21.102174,0.013877,3.4508,0.073757,-0.309737,-0.188145,21.872795,
EOSS-329,KC0D-1,2022-10-15 08:07:31.890,2022-10-15 08:07:30,15414.0,1272.0,465.0,ascending,/140730h3935.31N/10401.61WO123/029/A=015414 149T5765P EOSS BALLOON,"KC0D-1>APZEOS,EOSS,WIDE2-1,qAO,N2XGL-12:/140730h3935.31N/10401.61WO123/029/A=015414 149T5765P EOSS BALLOON",123.0,33.0,39.5885,-104.0268333333,1.58,288.05,57650.0,0.00135284,0.69722649,0.00013333,-7.222e-05,21.2,high Re,0.038889,21.104255,0.01442,3.413115,0.073026,0.028052,0.335072,21.984241,
EOSS-329,AE0SS-13,2022-10-15 08:07:42.263,2022-10-15 08:07:41,15556.0,1232.0,476.0,ascending,/140741h3935.26N/10401.49WO119/038EOSS Baloon/A=015556!W54!,"AE0SS-13>APTT4,EOSS,qAO,KB0TVJ-1:/140741h3935.26N/10401.49WO119/038EOSS Baloon/A=015556!W54!",119.0,44.0,39.58775,-104.0249,1.68,,,,,0.00014833,-7e-05,20.53333333,high Re,-0.022222,21.092361,0.013641,3.377615,0.072426,-0.16551,-0.495167,22.030714,
EOSS-329,KC0D-3,2022-10-15 08:07:49.964,2022-10-15 08:07:45,15674.0,1248.0,480.0,ascending,/140745h3935.24N/10401.46WO130/025/A=015674 -39T5677P EOSS BALLOON,"KC0D-3>APZEOS,EOSS,WIDE2-1,qAO,N2XGL-12:/140745h3935.24N/10401.46WO130/025/A=015674 -39T5677P EOSS BALLOON",130.0,29.0,39.5873333333,-104.0243333333,1.72,269.25,56770.0,0.00142521,0.73452339,0.00015556,-7.222e-05,20.8,high Re,0.008889,21.086395,0.013542,3.342508,0.071654,-0.085683,-0.064937,22.070382,
