flight,beacons,day,balloonsize,liftfactor,h2fill,maxaltitude_ft,maxaltitude_m,numpoints,flighttime,flighttime_secs,range_distance_traveled_mi,range_distance_traveled_km,weights.client_lb,weights.client_kg,weights.eoss_lb,weights.eoss_kg,weights.parachute_lb,weights.parachute_kg,weights.neckload_lb,weights.neckload_kg,weights.balloon_lb,weights.balloon_kg,weights.gross_lb,weights.gross_kg,weights.necklift_lb,weights.necklift_kg,launch_location.latitude,launch_location.longitude,launch_location.altitude_ft,launch_location.altitude_m,landing_location.latitude,landing_location.longitude,landing_location.distance_from_launch_mi,landing_location.distance_from_launch_km,landing_location.altitude_ft,landing_location.altitude_m
EOSS-293,"['KC0D-1', 'AE0SS-13']",2019-10-12,1500gm,1.25,273,92625.0,28232.1,487,2hrs 10mins 55secs,7855.0,87.38,140.63,7.02,3.18,4.09,1.86,1.72,0.78,12.83,5.82,3.31,1.5,16.14,7.32,16.87,7.65,39.61065,-104.0421666667,5326.0,1623.36,39.43295,-102.4176833333,87.38,140.63,4164.0,1269.19
