flightid,callsign,receivetime,packettime,altitude,vert_rate_ftmin,elapsed_secs,flight_phase,info,raw,bearing,speed_mph,latitude,longitude,distance_from_launch,temperature_k,pressure_pa,airdensity_slugs,airdensity_kgm3,velocity_x,velocity_y,velocity_z,airflow,acceleration,velocity_mean,acceleration_mean,velocity_std,acceleration_std,velocity_norm,acceleration_norm,velocity_curvefit
EOSS-357,AE0SS-12,2024-04-21 08:43:28.328,2024-04-21 08:43:27,52966.0,1010.0,2057.0,ascending,/144327h3920.54N/10339.80WO130/055EOSS Balloon  www.eoss.org/A=052966!W76!,"AE0SS-12>APTT4,EOSS,qAO,W9CN-9:/144327h3920.54N/10339.80WO130/055EOSS Balloon  www.eoss.org/A=052966!W76!",130.0,63.0,39.34245,-103.6634333333,27.28,,,,,0.00020444,-0.00010722,16.83333333,low Re,0.006667,23.05545,0.005107,3.058452,0.069632,-2.034401,0.022403,19.695812
EOSS-357,AE0SS-12,2024-04-21 08:44:28.535,2024-04-21 08:44:27,54101.0,1135.0,2117.0,ascending,/144427h3920.24N/10338.83WO129/059EOSS Balloon  www.eoss.org/A=054101!W79!,"AE0SS-12>APTT4,EOSS,qAO,W9CN-9:/144427h3920.24N/10338.83WO129/059EOSS Balloon  www.eoss.org/A=054101!W79!",129.0,68.0,39.33745,-103.6473166667,28.15,,,,,0.00026861,-8.333e-05,18.91666667,low Re,0.034722,23.016405,0.005389,3.070284,0.069357,-1.335296,0.422928,19.774184
EOSS-357,KC0D-3,2024-04-21 08:44:44.777,2024-04-21 08:44:40,54438.0,1194.5,2130.0,ascending,/144440h3920.15N/10338.62WO123/053/A=054438 -458T949P EOSS BALLOON,"KC0D-3>APZEOS,EOSS,WIDE2-1,qAO,N6BA-10:/144440h3920.15N/10338.62WO123/053/A=054438 -458T949P EOSS BALLOON",123.0,61.0,39.3358333333,-103.6436666667,28.37,227.35,9490.0,0.00028215,0.14541651,0.00025556,-7.879e-05,19.90909091,low Re,0.003007,22.987364,0.005367,3.070496,0.069026,-1.002533,-0.03419,19.833561
EOSS-357,AE0SS-12,2024-04-21 08:44:58.403,2024-04-21 08:44:57,54721.0,1240.0,2147.0,ascending,/144457h3920.04N/10338.35WO110/056EOSS Balloon  www.eoss.org/A=054721!W21!,"AE0SS-12>APTT4,EOSS,qAO,W9CN-9:/144457h3920.04N/10338.35WO110/056EOSS Balloon  www.eoss.org/A=054721!W21!",110.0,64.0,39.3340333333,-103.6391833333,28.63,,,,,0.00027111,-0.00011389,20.66666667,low Re,0.025253,22.965876,0.005552,3.064262,0.068727,-0.750331,0.286656,19.895011
EOSS-357,AE0SS-12,2024-04-21 08:45:28.333,2024-04-21 08:45:27,55355.0,1268.0,2177.0,ascending,/144527h3919.81N/10337.91WO117/045EOSS Balloon  www.eoss.org/A=055355!W20!,"AE0SS-12>APTT4,EOSS,qAO,N6BA-10:/144527h3919.81N/10337.91WO117/045EOSS Balloon  www.eoss.org/A=055355!W20!",117.0,52.0,39.3302,-103.6318333333,29.1,,,,,0.000245,-0.00012778,21.13333333,low Re,0.015556,22.949064,0.005645,3.055089,0.068412,-0.59433,0.144872,20.067667
EOSS-357,AE0SS-12,2024-04-21 08:46:28.288,2024-04-21 08:46:27,56608.0,1253.0,2237.0,ascending,/144627h3919.42N/10337.12WO142/028EOSS Balloon  www.eoss.org/A=056608!W18!,"AE0SS-12>APTT4,EOSS,qAO,W9CN-9:/144627h3919.42N/10337.12WO142/028EOSS Balloon  www.eoss.org/A=056608!W18!",142.0,32.0,39.3236833333,-103.6188,29.92,,,,,0.00021722,-0.00010861,20.88333333,low Re,-0.004167,22.930285,0.005555,3.047414,0.068101,-0.671701,-0.142759,20.523624
EOSS-357,KC0D-3,2024-04-21 08:46:44.730,2024-04-21 08:46:40,56974.0,1268.0,2250.0,ascending,/144640h3919.35N/10336.95WO114/046/A=056974 -471T837P EOSS BALLOON,"KC0D-3>APZEOS,EOSS,WIDE2-1,qAO,N6BA-10:/144640h3919.35N/10336.95WO114/046/A=056974 -471T837P EOSS BALLOON",114.0,53.0,39.3225,-103.6158333333,30.09,226.05,8370.0,0.00025029,0.12899218,0.00023194,-0.00011111,21.13333333,low Re,0.002083,22.914096,0.005523,3.038322,0.067789,-0.586101,-0.050746,20.677632
EOSS-357,AE0SS-12,2024-04-21 08:47:28.328,2024-04-21 08:47:27,57839.0,1231.0,2297.0,ascending,/144727h3919.11N/10336.28WO141/031EOSS Balloon  www.eoss.org/A=057839!W96!,"AE0SS-12>APTT4,EOSS,qAO,W9CN-9:/144727h3919.11N/10336.28WO141/031EOSS Balloon  www.eoss.org/A=057839!W96!",141.0,36.0,39.31865,-103.6047666667,30.71,,,,,0.00023389,-8.389e-05,20.51666667,low Re,-0.010278,22.89269,0.005381,3.033076,0.067496,-0.783371,-0.231999,21.062118
EOSS-357,KC0D-3,2024-04-21 08:47:44.699,2024-04-21 08:47:40,58149.0,1175.0,2310.0,ascending,/144740h3919.06N/10336.12WO111/041/A=058149 -472T794P EOSS BALLOON,"KC0D-3>APZEOS,EOSS,WIDE2-1,qAO,N6BA-10:/144740h3919.06N/10336.12WO111/041/A=058149 -472T794P EOSS BALLOON",111.0,47.0,39.3176666667,-103.602,30.87,225.95,7940.0,0.00023753,0.1224195,0.00023056,-8.056e-05,19.58333333,low Re,-0.015556,22.863404,0.005194,3.035512,0.067221,-1.080566,-0.308683,21.203232
EOSS-357,KC0D-3,2024-04-21 08:48:44.739,2024-04-21 08:48:40,59578.0,1429.0,2370.0,ascending,/144840h3918.80N/10335.24WO127/044/A=059578 -468T737P EOSS BALLOON,"KC0D-3>APZEOS,EOSS,WIDE2-1,qAO,N6BA-10:/144840h3918.80N/10335.24WO127/044/A=059578 -468T737P EOSS BALLOON",127.0,51.0,39.3133333333,-103.5873333333,31.66,226.35,7370.0,0.00022009,0.11343039,0.00024444,-7.222e-05,23.81666667,low Re,0.070556,22.871766,0.005773,3.023369,0.067202,0.312532,0.964004,21.834557
EOSS-357,KC0D-3,2024-04-21 08:49:17.694,2024-04-21 08:49:10,60206.0,1256.0,2400.0,ascending,/144910h3918.63N/10334.90WO119/043/A=060206 -464T714P EOSS BALLOON,"KC0D-3>APZEOS,EOSS,WIDE2-1,qAO,N6BA-10:/144910h3918.63N/10334.90WO119/043/A=060206 -464T714P EOSS BALLOON",119.0,49.0,39.3105,-103.5816666667,32.02,226.75,7140.0,0.00021285,0.10969665,0.00018889,-9.444e-05,20.93333333,low Re,-0.096111,22.85491,0.004879,3.015502,0.067581,-0.637233,-1.494355,22.083517
EOSS-357,KC0D-3,2024-04-21 08:49:44.725,2024-04-21 08:49:40,60799.0,1186.0,2430.0,ascending,/144940h3918.46N/10334.55WO129/029/A=060799 -469T692P EOSS BALLOON,"KC0D-3>APZEOS,EOSS,WIDE2-1,qAO,N6BA-10:/144940h3918.46N/10334.55WO129/029/A=060799 -469T692P EOSS BALLOON",129.0,33.0,39.3076666667,-103.5758333333,32.38,226.25,6920.0,0.00020674,0.1065516,0.00019444,-9.444e-05,19.76666667,low Re,-0.038889,22.828287,0.004498,3.016024,0.067408,-1.015118,-0.643648,22.292223
EOSS-357,AE0SS-12,2024-04-21 08:50:28.464,2024-04-21 08:50:27,61658.0,1273.0,2477.0,ascending,/145027h3918.26N/10334.13WO111/038EOSS Balloon  www.eoss.org/A=061658!W92!,"AE0SS-12>APTT4,EOSS,qAO,W9CN-9:/145027h3918.26N/10334.13WO111/038EOSS Balloon  www.eoss.org/A=061658!W92!",111.0,44.0,39.3044833333,-103.5688666667,32.81,,,,,0.00019944,-7.87e-05,21.21666667,low Re,0.008056,22.814513,0.004529,3.006689,0.067115,-0.531431,0.052552,22.53768
EOSS-357,AE0SS-12,2024-04-21 08:51:28.573,2024-04-21 08:51:27,62997.0,1339.0,2537.0,ascending,/145127h3917.96N/10333.55WO080/033EOSS Balloon  www.eoss.org/A=062997!W18!,"AE0SS-12>APTT4,EOSS,qAO,W9CN-9:/145127h3917.96N/10333.55WO080/033EOSS Balloon  www.eoss.org/A=062997!W18!",80.0,38.0,39.29935,-103.5593,33.43,,,,,0.00015944,-8.556e-05,22.31666667,low Re,0.018333,22.810294,0.004647,2.994164,0.066837,-0.164863,0.204767,22.760375
EOSS-357,AE0SS-12,2024-04-21 08:51:58.342,2024-04-21 08:51:57,63876.0,1758.0,2567.0,ascending,/145157h3917.95N/10333.36WO040/023EOSS Balloon  www.eoss.org/A=063876!W29!,"AE0SS-12>APTT4,EOSS,qAO,N6BA-10:/145157h3917.95N/10333.36WO040/023EOSS Balloon  www.eoss.org/A=063876!W29!",40.0,26.0,39.2992,-103.55615,33.56,,,,,0.000105,-5e-06,29.3,low Re,0.232778,22.864829,0.00658,3.040224,0.069786,2.116677,3.241309,22.791043
EOSS-357,AE0SS-12,2024-04-21 08:53:28.439,2024-04-21 08:53:27,66288.0,1608.0,2657.0,ascending,/145327h3918.11N/10332.67WO119/020EOSS Balloon  www.eoss.org/A=066288!W79!,"AE0SS-12>APTT4,EOSS,qAO,W9CN-9:/145327h3918.11N/10332.67WO119/020EOSS Balloon  www.eoss.org/A=066288!W79!",119.0,23.0,39.30195,-103.54465,33.92,,,,,0.00012778,3.056e-05,26.8,low Re,-0.027778,22.897622,0.006291,3.048661,0.069561,1.28003,-0.489772,22.433896
EOSS-357,AE0SS-12,2024-04-21 08:54:28.332,2024-04-21 08:54:27,67485.0,1197.0,2717.0,ascending,/145427h3917.92N/10332.09WO128/016EOSS Balloon  www.eoss.org/A=067485!W62!,"AE0SS-12>APTT4,EOSS,qAO,W9CN-9:/145427h3917.92N/10332.09WO128/016EOSS Balloon  www.eoss.org/A=067485!W62!",128.0,18.0,39.2987666667,-103.5348666667,34.46,,,,,0.00016306,-5.306e-05,19.95,low Re,-0.114167,22.873262,0.005288,3.047735,0.070135,-0.959159,-1.703215,22.075858
EOSS-357,AE0SS-12,2024-04-21 08:54:59.245,2024-04-21 08:54:57,68063.0,1156.0,2747.0,ascending,/145457h3917.79N/10331.87WO158/014EOSS Balloon  www.eoss.org/A=068063!W56!,"AE0SS-12>APTT4,EOSS,qAO,N6BA-10:/145457h3917.79N/10331.87WO158/014EOSS Balloon  www.eoss.org/A=068063!W56!",158.0,16.0,39.2965833333,-103.5312666667,34.71,,,,,0.00012,-7.278e-05,19.26666667,low Re,-0.022778,22.843699,0.005056,3.052628,0.069889,-1.171788,-0.39826,21.879428
EOSS-357,AE0SS-12,2024-04-21 08:57:28.345,2024-04-21 08:57:27,70996.0,1173.2,2897.0,ascending,/145727h3917.01N/10330.79WO081/001EOSS Balloon  www.eoss.org/A=070996!W81!,"AE0SS-12>APTT4,EOSS,qAO,W9CN-9:/145727h3917.01N/10330.79WO081/001EOSS Balloon  www.eoss.org/A=070996!W81!",81.0,1.0,39.2836333333,-103.5131833333,36.02,,,,,0.00012056,-8.633e-05,19.55333333,low Re,0.001911,22.816948,0.00503,3.054534,0.0696,-1.068449,-0.044813,20.893761
EOSS-357,AE0SS-12,2024-04-21 08:59:28.492,2024-04-21 08:59:27,73349.0,1176.5,3017.0,ascending,/145927h3916.98N/10330.24WO091/004EOSS Balloon  www.eoss.org/A=073349!W44!,"AE0SS-12>APTT4,EOSS,qAO,N6BA-10:/145927h3916.98N/10330.24WO091/004EOSS Balloon  www.eoss.org/A=073349!W44!",91.0,5.0,39.2830666667,-103.5040666667,36.43,,,,,7.597e-05,-4.72e-06,19.60833333,low Re,0.000458,22.791072,0.004993,3.055708,0.069316,-1.041572,-0.065425,20.387996
EOSS-357,AE0SS-12,2024-04-21 09:01:28.348,2024-04-21 09:01:27,75859.0,1255.0,3137.0,ascending,/150127h3916.83N/10329.67WO162/033EOSS Balloon  www.eoss.org/A=075859!W75!,"AE0SS-12>APTT4,EOSS,qAO,W9CN-9:/150127h3916.83N/10329.67WO162/033EOSS Balloon  www.eoss.org/A=075859!W75!",162.0,38.0,39.2806166667,-103.4945833333,36.93,,,,,7.903e-05,-2.042e-05,20.91666667,low Re,0.010903,22.776077,0.00504,3.047976,0.069035,-0.610048,0.084928,20.164994
EOSS-357,AE0SS-12,2024-04-21 09:03:28.435,2024-04-21 09:03:27,78166.0,1153.5,3257.0,ascending,/150327h3916.48N/10329.16WO101/025EOSS Balloon  www.eoss.org/A=078166!W56!,"AE0SS-12>APTT4,EOSS,qAO,N6BA-10:/150327h3916.48N/10329.16WO101/025EOSS Balloon  www.eoss.org/A=078166!W56!",101.0,29.0,39.27475,-103.4861,37.54,,,,,7.069e-05,-4.889e-05,19.225,low Re,-0.014097,22.747894,0.004887,3.052198,0.068778,-1.154215,-0.276018,19.974207
EOSS-357,AE0SS-12,2024-04-21 09:05:28.313,2024-04-21 09:05:27,80804.0,1319.0,3377.0,ascending,/150527h3916.42N/10328.95WO346/021EOSS Balloon  www.eoss.org/A=080804!W29!,"AE0SS-12>APTT4,EOSS,qAO,W9CN-9:/150527h3916.42N/10328.95WO346/021EOSS Balloon  www.eoss.org/A=080804!W29!",346.0,24.0,39.2737,-103.48265,37.73,,,,,2.875e-05,-8.75e-06,21.98333333,low Re,0.022986,22.741874,0.005031,3.040819,0.068521,-0.249453,0.262036,19.523881
EOSS-357,AE0SS-12,2024-04-21 09:05:58.380,2024-04-21 09:05:57,81378.0,1148.0,3407.0,ascending,/150557h3916.43N/10328.94WO314/013EOSS Balloon  www.eoss.org/A=081378!W47!,"AE0SS-12>APTT4,EOSS,qAO,N6BA-10:/150557h3916.43N/10328.94WO314/013EOSS Balloon  www.eoss.org/A=081378!W47!",314.0,15.0,39.2739,-103.48245,37.73,,,,,6.67e-06,6.67e-06,19.13333333,low Re,-0.095,22.713682,0.004243,3.045571,0.068823,-1.175592,-1.442003,19.425359
EOSS-357,AE0SS-12,2024-04-21 09:07:28.318,2024-04-21 09:07:27,83088.0,1140.0,3497.0,ascending,/150727h3916.41N/10328.77WO096/012EOSS Balloon  www.eoss.org/A=083088!W42!,"AE0SS-12>APTT4,EOSS,qAO,W9CN-9:/150727h3916.41N/10328.77WO096/012EOSS Balloon  www.eoss.org/A=083088!W42!",96.0,14.0,39.2735666667,-103.4795333333,37.87,,,,,3.241e-05,-3.7e-06,19.0,low Re,-0.001481,22.684894,0.004199,3.051221,0.068554,-1.207678,-0.082854,19.330909
EOSS-357,AE0SS-12,2024-04-21 09:07:58.389,2024-04-21 09:07:57,83672.0,1168.0,3527.0,ascending,/150757h3916.38N/10328.71WO121/004EOSS Balloon  www.eoss.org/A=083672!W57!,"AE0SS-12>APTT4,EOSS,qAO,N6BA-10:/150757h3916.38N/10328.71WO121/004EOSS Balloon  www.eoss.org/A=083672!W57!",121.0,5.0,39.2730833333,-103.4786166667,37.92,,,,,3.056e-05,-1.611e-05,19.46666667,low Re,0.015556,22.660138,0.004287,3.05245,0.068293,-1.046199,0.16501,19.414585
EOSS-357,AE0SS-12,2024-04-21 09:08:28.438,2024-04-21 09:08:27,84302.0,1260.0,3557.0,ascending,/150827h3916.42N/10328.64WO352/003EOSS Balloon  www.eoss.org/A=084302!W87!,"AE0SS-12>APTT4,EOSS,qAO,N6BA-10:/150827h3916.42N/10328.64WO352/003EOSS Balloon  www.eoss.org/A=084302!W87!",352.0,3.0,39.2738,-103.47745,37.94,,,,,3.889e-05,2.389e-05,21.0,low Re,0.051111,22.647465,0.004647,3.044144,0.068151,-0.541192,0.68178,19.588243
EOSS-357,AE0SS-12,2024-04-21 09:09:28.435,2024-04-21 09:09:27,85401.0,1099.0,3617.0,ascending,/150927h3916.49N/10328.41WO092/011EOSS Balloon  www.eoss.org/A=085401!W90!,"AE0SS-12>APTT4,EOSS,qAO,W9CN-9:/150927h3916.49N/10328.41WO092/011EOSS Balloon  www.eoss.org/A=085401!W90!",92.0,13.0,39.2749833333,-103.4735,38.06,,,,,6.583e-05,1.972e-05,18.31666667,low Re,-0.044722,22.614656,0.00427,3.055841,0.068026,-1.406483,-0.720195,20.062301
EOSS-357,AE0SS-12,2024-04-21 09:09:58.396,2024-04-21 09:09:57,85985.0,1168.0,3647.0,ascending,/150957h3916.48N/10328.25WO094/013EOSS Balloon  www.eoss.org/A=085985!W76!,"AE0SS-12>APTT4,EOSS,qAO,N6BA-10:/150957h3916.48N/10328.25WO094/013EOSS Balloon  www.eoss.org/A=085985!W76!",94.0,15.0,39.2747833333,-103.4709333333,38.18,,,,,8.556e-05,-6.67e-06,19.46666667,low Re,0.038333,22.590987,0.004528,3.056457,0.06783,-1.022203,0.498378,20.331604
EOSS-357,AE0SS-12,2024-04-21 09:10:28.254,2024-04-21 09:10:27,86559.0,1148.0,3677.0,ascending,/151027h3916.42N/10328.11WO116/013EOSS Balloon  www.eoss.org/A=086559!W29!,"AE0SS-12>APTT4,EOSS,qAO,W9CN-9:/151027h3916.42N/10328.11WO116/013EOSS Balloon  www.eoss.org/A=086559!W29!",116.0,15.0,39.2737,-103.46865,38.32,,,,,7.611e-05,-3.611e-05,19.13333333,low Re,-0.011111,22.565184,0.00441,3.059561,0.067586,-1.121681,-0.229648,20.507545
EOSS-357,AE0SS-12,2024-04-21 09:11:28.252,2024-04-21 09:11:27,87721.0,1162.0,3737.0,ascending,/151127h3916.27N/10327.95WO129/019EOSS Balloon  www.eoss.org/A=087721!W27!,"AE0SS-12>APTT4,EOSS,qAO,W9CN-9:/151127h3916.27N/10327.95WO129/019EOSS Balloon  www.eoss.org/A=087721!W27!",129.0,22.0,39.2712,-103.46595,38.54,,,,,4.5e-05,-4.167e-05,19.36666667,low Re,0.003889,22.541491,0.004407,3.060529,0.067332,-1.037345,-0.007693,19.970434
EOSS-357,AE0SS-12,2024-04-21 09:11:58.290,2024-04-21 09:11:57,88315.0,1188.0,3767.0,ascending,/151157h3916.22N/10327.92WO193/011EOSS Balloon  www.eoss.org/A=088315!W99!,"AE0SS-12>APTT4,EOSS,qAO,W9CN-9:/151157h3916.22N/10327.92WO193/011EOSS Balloon  www.eoss.org/A=088315!W99!",193.0,13.0,39.2704833333,-103.4654833333,38.59,,,,,1.556e-05,-2.389e-05,19.8,low Re,0.014444,22.521333,0.004481,3.058221,0.067086,-0.889842,0.148511,18.706804
EOSS-357,AE0SS-12,2024-04-21 09:12:28.298,2024-04-21 09:12:27,88905.0,1180.0,3797.0,ascending,/151227h3916.21N/10327.87WO103/011EOSS Balloon  www.eoss.org/A=088905!W81!,"AE0SS-12>APTT4,EOSS,qAO,W9CN-9:/151227h3916.21N/10327.87WO103/011EOSS Balloon  www.eoss.org/A=088905!W81!",103.0,13.0,39.2703,-103.4645166667,38.64,,,,,3.222e-05,-6.11e-06,19.66666667,low Re,-0.004444,22.500496,0.004415,3.056702,0.066841,-0.927087,-0.132538,16.245949
EOSS-357,AE0SS-12,2024-04-21 09:12:58.302,2024-04-21 09:12:57,89470.0,1130.0,3827.0,ascending,/151257h3916.23N/10327.76WO104/011EOSS Balloon  www.eoss.org/A=089470!W13!,"AE0SS-12>APTT4,EOSS,qAO,W9CN-9:/151257h3916.23N/10327.76WO104/011EOSS Balloon  www.eoss.org/A=089470!W13!",104.0,13.0,39.2705166667,-103.4627166667,38.71,,,,,6e-05,7.22e-06,18.83333333,low Re,-0.027778,22.473923,0.00418,3.061483,0.066652,-1.189159,-0.479475,12.210546
EOSS-357,AE0SS-12,2024-04-21 09:13:28.490,2024-04-21 09:13:27,89552.0,164.0,3857.0,ascending,/151327h3916.22N/10327.64WO152/022EOSS Balloon  www.eoss.org/A=089552!W01!,"AE0SS-12>APTT4,EOSS,qAO,W9CN-9:/151327h3916.22N/10327.64WO152/022EOSS Balloon  www.eoss.org/A=089552!W01!",152.0,25.0,39.2703333333,-103.4606833333,38.8,,,,,6.778e-05,-6.11e-06,2.73333333,low Re,-0.536667,22.331904,0.000261,3.479697,0.080807,-5.632264,-6.644573,11.448699
EOSS-357,AE0SS-12,2024-04-21 09:13:58.405,2024-04-21 09:13:57,86753.0,-5598.0,0.0,descending,/151357h3916.24N/10327.50WO139/015EOSS Balloon  www.eoss.org/A=086753!W72!,"AE0SS-12>APTT4,EOSS,qAO,W9CN-9:/151357h3916.24N/10327.50WO139/015EOSS Balloon  www.eoss.org/A=086753!W72!",139.0,17.0,39.2707833333,-103.4583666667,38.88,,,,,7.722e-05,1.5e-05,-93.3,n/a,,-93.3,,,,,,-93.359709
EOSS-357,AE0SS-12,2024-04-21 09:14:28.670,2024-04-21 09:14:27,83977.0,-5552.0,30.0,descending,/151427h3916.19N/10327.38WO046/025EOSS Balloon  www.eoss.org/A=083977!W68!,"AE0SS-12>APTT4,EOSS,qAO,N6BA-10:/151427h3916.19N/10327.38WO046/025EOSS Balloon  www.eoss.org/A=083977!W68!",46.0,29.0,39.2699333333,-103.4564666667,39.0,,,,,6.333e-05,-2.833e-05,-92.53333333,n/a,0.025556,-92.916667,0.025556,0.542115,,0.707108,,-92.234006
EOSS-357,AE0SS-12,2024-04-21 09:14:58.680,2024-04-21 09:14:57,81306.0,-5342.0,60.0,descending,/151457h3916.22N/10327.38WO014/026EOSS Balloon  www.eoss.org/A=081306!W41!,"AE0SS-12>APTT4,EOSS,qAO,W9CN-9:/151457h3916.22N/10327.38WO014/026EOSS Balloon  www.eoss.org/A=081306!W41!",14.0,30.0,39.2704,-103.45635,38.98,,,,,3.89e-06,1.556e-05,-89.03333333,n/a,0.116667,-91.622222,0.071112,2.274578,0.064425,1.138184,0.707101,-89.19941
EOSS-357,AE0SS-12,2024-04-21 09:15:28.662,2024-04-21 09:15:27,78825.0,-4962.0,90.0,descending,/151527h3916.24N/10327.31WO136/032EOSS Balloon  www.eoss.org/A=078825!W26!,"AE0SS-12>APTT4,EOSS,qAO,W9CN-9:/151527h3916.24N/10327.31WO136/032EOSS Balloon  www.eoss.org/A=078825!W26!",136.0,37.0,39.2707,-103.4552666667,39.02,,,,,3.611e-05,1e-05,-82.7,n/a,0.211111,-89.391667,0.117778,4.832251,0.092782,1.384793,1.005939,-84.003912
EOSS-357,AE0SS-12,2024-04-21 09:15:58.328,2024-04-21 09:15:57,76365.0,-4920.0,120.0,descending,/151557h3916.17N/10327.22WO113/037EOSS Balloon  www.eoss.org/A=076365!W83!,"AE0SS-12>APTT4,EOSS,qAO,N6BA-10:/151557h3916.17N/10327.22WO113/037EOSS Balloon  www.eoss.org/A=076365!W83!",113.0,43.0,39.2696333333,-103.4537166667,39.13,,,,,5.167e-05,-3.556e-05,-82.0,n/a,0.023333,-87.913333,0.094167,5.332948,0.089269,1.10883,-0.793489,-79.846749
EOSS-357,AE0SS-12,2024-04-21 09:16:58.420,2024-04-21 09:16:57,71961.0,-4404.0,180.0,descending,/151657h3916.10N/10326.94WO273/014EOSS Balloon  www.eoss.org/A=071961!W28!,"AE0SS-12>APTT4,EOSS,qAO,W9CN-9:/151657h3916.10N/10326.94WO273/014EOSS Balloon  www.eoss.org/A=071961!W28!",273.0,16.0,39.2683666667,-103.4491333333,39.38,,,,,7.639e-05,-2.111e-05,-73.4,n/a,0.143333,-85.494444,0.104,7.606471,0.080376,1.59002,0.489362,-74.151225
EOSS-357,AE0SS-12,2024-04-21 09:17:28.471,2024-04-21 09:17:27,69891.0,-4140.0,210.0,descending,/151727h3915.98N/10326.81WO110/042EOSS Balloon  www.eoss.org/A=069891!W70!,"AE0SS-12>APTT4,EOSS,qAO,W9CN-9:/151727h3915.98N/10326.81WO110/042EOSS Balloon  www.eoss.org/A=069891!W70!",110.0,48.0,39.26645,-103.4468333333,39.55,,,,,7.667e-05,-6.389e-05,-69.0,n/a,0.146667,-83.138095,0.111111,9.331774,0.07397,1.515049,0.480681,-70.062395
EOSS-357,AE0SS-12,2024-04-21 09:17:58.348,2024-04-21 09:17:57,67932.0,-3918.0,240.0,descending,/151757h3915.86N/10326.55WO145/039EOSS Balloon  www.eoss.org/A=067932!W18!,"AE0SS-12>APTT4,EOSS,qAO,W9CN-9:/151757h3915.86N/10326.55WO145/039EOSS Balloon  www.eoss.org/A=067932!W18!",145.0,45.0,39.26435,-103.4426333333,39.82,,,,,0.00014,-7e-05,-65.3,n/a,0.123333,-80.908333,0.112857,10.696562,0.067683,1.459192,0.15478,-64.756847
EOSS-357,AE0SS-12,2024-04-21 09:18:58.398,2024-04-21 09:18:57,64641.0,-3291.0,300.0,descending,/151857h3915.72N/10326.04WO036/031EOSS Balloon  www.eoss.org/A=064641!W39!,"AE0SS-12>APTT4,EOSS,qAO,W9CN-9:/151857h3915.72N/10326.04WO036/031EOSS Balloon  www.eoss.org/A=064641!W39!",36.0,36.0,39.26205,-103.43415,40.28,,,,,0.00014139,-3.833e-05,-54.85,n/a,0.174167,-78.012963,0.120521,13.250015,0.066306,1.748146,0.809067,-53.820552
EOSS-357,AE0SS-12,2024-04-21 09:19:28.435,2024-04-21 09:19:27,63259.0,-2764.0,330.0,descending,/151927h3915.88N/10325.77WO047/025EOSS Balloon  www.eoss.org/A=063259!W53!,"AE0SS-12>APTT4,EOSS,qAO,W9CN-9:/151927h3915.88N/10325.77WO047/025EOSS Balloon  www.eoss.org/A=063259!W53!",47.0,29.0,39.26475,-103.42955,40.37,,,,,0.00015333,9e-05,-46.06666667,n/a,0.292778,-74.818333,0.139661,16.06588,0.084521,1.78961,1.811585,-49.19554
EOSS-357,AE0SS-12,2024-04-21 09:19:58.472,2024-04-21 09:19:57,61914.0,-2690.0,360.0,descending,/151957h3915.76N/10325.57WO139/052EOSS Balloon  www.eoss.org/A=061914!W62!,"AE0SS-12>APTT4,EOSS,qAO,W9CN-9:/151957h3915.76N/10325.57WO139/052EOSS Balloon  www.eoss.org/A=061914!W62!",139.0,60.0,39.2627666667,-103.4262,40.59,,,,,0.00011167,-6.611e-05,-44.83333333,n/a,0.041111,-72.092424,0.129806,17.721107,0.085564,1.538227,-1.036592,-45.06804
EOSS-357,AE0SS-12,2024-04-21 09:20:28.471,2024-04-21 09:20:27,60582.0,-2664.0,390.0,descending,/152027h3915.56N/10325.14WO147/037EOSS Balloon  www.eoss.org/A=060582!W97!,"AE0SS-12>APTT4,EOSS,qAO,W9CN-9:/152027h3915.56N/10325.14WO147/037EOSS Balloon  www.eoss.org/A=060582!W97!",147.0,43.0,39.2594833333,-103.4191166667,41.03,,,,,0.00023611,-0.00010944,-44.4,n/a,0.014444,-69.784722,0.119318,18.6921,0.088312,1.358045,-1.18754,-41.54113
EOSS-357,AE0SS-12,2024-04-21 09:20:58.335,2024-04-21 09:20:57,59295.0,-2574.0,420.0,descending,/152057h3915.38N/10324.83WO129/029EOSS Balloon  www.eoss.org/A=059295!W37!,"AE0SS-12>APTT4,EOSS,qAO,W9CN-9:/152057h3915.38N/10324.83WO129/029EOSS Balloon  www.eoss.org/A=059295!W37!",129.0,33.0,39.2563833333,-103.41395,41.38,,,,,0.00017222,-0.00010333,-42.9,n/a,0.05,-67.716667,0.113542,19.38756,0.086547,1.28003,-0.734191,-38.776839
EOSS-357,AE0SS-12,2024-04-21 09:21:28.504,2024-04-21 09:21:27,57973.0,-2644.0,450.0,descending,/152127h3915.26N/10324.41WO126/042EOSS Balloon  www.eoss.org/A=057973!W00!,"AE0SS-12>APTT4,EOSS,qAO,W9CN-9:/152127h3915.26N/10324.41WO126/042EOSS Balloon  www.eoss.org/A=057973!W00!",126.0,48.0,39.2543333333,-103.4068333333,41.77,,,,,0.00023722,-6.833e-05,-44.06666667,n/a,-0.038889,-66.027381,0.101816,19.670167,0.093024,1.116448,-1.512567,-36.634167
