flightid,callsign,receivetime,packettime,altitude_ft,altitude_m,vert_rate_ftmin,elapsed_secs,flight_phase,info,raw,bearing,speed_mph,speed_kph,latitude,longitude,distance_from_launch_mi,distance_from_launch_km,temperature_f,temperature_c,temperature_k,pressure_pa,pressure_atm,airdensity_slugs,airdensity_kgm3,velocity_x_degs,velocity_y_degs,velocity_z_fts,velocity_z_ms,airflow,acceleration_fts2,velocity_mean_fts,acceleration_mean_fts2,velocity_std_fts,acceleration_std_fts2,velocity_norm_fts,acceleration_norm_fts2,velocity_curvefit_fts,acceleration_ms2,velocity_mean_ms,acceleration_mean_ms2,velocity_std_ms,acceleration_std_ms2,velocity_norm_ms,acceleration_norm_ms2,velocity_curvefit_ms,reynolds_transition
EOSS-339,KC0D-14,2023-04-22 06:58:02.032,2023-04-22 06:58:00,5237.0,1596.24,2.0,0.0,ascending,/125800h3936.47N/10402.48WO321/000/A=005237 258T8464P 'EOSS Balloon',"KC0D-14>APZEOS,EOSS,WIDE2-1,qAO,AE0SS-1:/125800h3936.47N/10402.48WO321/000/A=005237 258T8464P 'EOSS Balloon'",321.0,0.0,0.0,39.6078333333,-104.0413333333,0.0,0.0,78.44,25.8,298.95,84640.0,0.84,0.00191378,0.98632387,0.0,0.0,0.03333333,0.01033333,low Re,,0.033333,,,,,,6.280039,,0.010333,,,,,,1.914156,
EOSS-339,AE0SS-12,2023-04-22 06:58:25.925,2023-04-22 06:58:27,5335.0,1626.11,222.0,27.0,ascending,/125827h3936.45N/10402.47WO228/003EOSS Balloon  www.eoss.org/A=005335!W59!,"AE0SS-12>APTT4,EOSS,qAO,AE0SS-1:/125827h3936.45N/10402.47WO228/003EOSS Balloon  www.eoss.org/A=005335!W59!",228.0,3.0,4.8,39.6075833333,-104.0413166667,0.02,0.03,,,,,,,,-1.11e-06,-5.56e-06,3.7,1.12766667,low Re,0.122222,1.866667,0.122222,2.592725,,0.707107,,7.365801,0.037244,0.569,0.037244,0.790074,,0.707107,,2.245095,
EOSS-339,KC0D-14,2023-04-22 06:58:31.666,2023-04-22 06:58:30,5559.0,1694.38,644.0,30.0,ascending,/125830h3936.46N/10402.49WO213/010/A=005559 257T8368P 'EOSS Balloon',"KC0D-14>APZEOS,EOSS,WIDE2-1,qAO,W0ARP-1:/125830h3936.46N/10402.49WO213/010/A=005559 257T8368P 'EOSS Balloon'",213.0,12.0,19.3,39.6076666667,-104.0415,0.01,0.02,78.26,25.7,298.85,83680.0,0.83,0.00189271,0.97546313,-5.56e-06,-5.56e-06,10.73333333,3.27133333,low Re,0.234444,4.822222,0.178333,5.437558,0.079353,1.087089,0.707106,9.544017,0.071456,1.469778,0.05435,1.6572,0.024192,1.087108,0.707093,2.908973,
EOSS-339,AE0SS-12,2023-04-22 06:58:55.304,2023-04-22 06:58:57,5883.0,1793.14,1096.0,57.0,ascending,/125857h3936.40N/10402.48WO192/012EOSS Balloon  www.eoss.org/A=005883!W25!,"AE0SS-12>APTT4,EOSS,qAO,W0ARP-2:/125857h3936.40N/10402.48WO192/012EOSS Balloon  www.eoss.org/A=005883!W25!",192.0,14.0,22.5,39.6067,-104.0414166667,0.08,0.13,,,,,,,,-3.33e-06,-2.944e-05,18.26666667,5.56766667,low Re,0.251111,8.183333,0.202592,8.056031,0.0701,1.25165,0.69214,12.036371,0.076544,2.49425,0.061748,2.455412,0.021373,1.251691,0.692275,3.668691,
EOSS-339,KC0D-14,2023-04-22 06:59:01.683,2023-04-22 06:59:00,6128.0,1867.81,1138.0,60.0,ascending,/125900h3936.39N/10402.48WO175/014/A=006128 255T8197P 'EOSS Balloon',"KC0D-14>APZEOS,EOSS,WIDE2-1,qAO,W0ARP-1:/125900h3936.39N/10402.48WO175/014/A=006128 255T8197P 'EOSS Balloon'",175.0,16.0,25.7,39.6065,-104.0413333333,0.09,0.15,77.9,25.5,298.65,81970.0,0.81,0.00185528,0.95616945,5.56e-06,-3.889e-05,18.96666667,5.781,low Re,0.023333,10.34,0.157778,8.481201,0.106346,1.017152,-1.264222,13.481825,0.007111,3.1516,0.048089,2.58502,0.032417,1.017168,-1.26409,4.109236,
EOSS-339,AE0SS-12,2023-04-22 06:59:25.766,2023-04-22 06:59:27,6382.0,1945.23,998.0,87.0,ascending,/125927h3936.32N/10402.51WO200/008EOSS Balloon  www.eoss.org/A=006382!W86!,"AE0SS-12>APTT4,EOSS,qAO,W0ARP-2:/125927h3936.32N/10402.51WO200/008EOSS Balloon  www.eoss.org/A=006382!W86!",200.0,9.0,14.5,39.6054666667,-104.0419333333,0.17,0.27,,,,,,,,-1.722e-05,-4.111e-05,16.63333333,5.06966667,low Re,-0.077778,11.388889,0.110666,8.009097,0.139926,0.654811,-1.34674,14.646111,-0.023711,3.471278,0.033729,2.441112,0.042652,0.654779,-1.346713,4.464123,
EOSS-339,KC0D-14,2023-04-22 06:59:31.678,2023-04-22 06:59:30,6629.0,2020.52,1002.0,90.0,ascending,/125930h3936.31N/10402.52WO201/017/A=006629 254T8023P 'EOSS Balloon',"KC0D-14>APZEOS,EOSS,WIDE2-1,qAO,W0ARP-1:/125930h3936.31N/10402.52WO201/017/A=006629 254T8023P 'EOSS Balloon'",201.0,20.0,32.2,39.6051666667,-104.042,0.19,0.3,77.72,25.4,298.55,80230.0,0.79,0.0018165,0.93618605,-2.222e-05,-4.444e-05,16.7,5.09033333,low Re,0.002222,12.147619,0.092592,7.581846,0.132754,0.600432,-0.680733,15.502728,0.000689,3.702571,0.028222,2.310916,0.040463,0.600525,-0.680449,4.725239,
EOSS-339,AE0SS-12,2023-04-22 06:59:55.405,2023-04-22 06:59:57,6943.0,2116.23,1122.0,117.0,ascending,/125957h3936.22N/10402.52WO142/012EOSS Balloon  www.eoss.org/A=006943!W49!,"AE0SS-12>APTT4,EOSS,qAO,W0ARP-2:/125957h3936.22N/10402.52WO142/012EOSS Balloon  www.eoss.org/A=006943!W49!",142.0,14.0,22.5,39.6037333333,-104.04215,0.29,0.46,,,,,,,,-7.22e-06,-5.778e-05,18.7,5.7,low Re,0.066667,12.966667,0.088889,7.391823,0.121582,0.775632,-0.182774,16.268898,0.020322,3.95225,0.027094,2.25303,0.037058,0.775733,-0.182741,4.958775,
EOSS-339,KC0D-14,2023-04-22 07:00:01.732,2023-04-22 07:00:00,7138.0,2175.66,1018.0,120.0,ascending,/130000h3936.20N/10402.52WO179/015/A=007138 251T7855P 'EOSS Balloon',"KC0D-14>APZEOS,EOSS,WIDE2-1,qAO,W0ARP-1:/130000h3936.20N/10402.52WO179/015/A=007138 251T7855P 'EOSS Balloon'",179.0,17.0,27.4,39.6033333333,-104.042,0.31,0.5,77.18,25.1,298.25,78550.0,0.78,0.00178025,0.91750446,0.0,-6.111e-05,16.96666667,5.17133333,low Re,-0.057778,13.411111,0.070555,7.0418,0.123933,0.504921,-1.035503,16.594825,-0.017622,4.087704,0.021504,2.146335,0.037776,0.504874,-1.035737,5.058108,
EOSS-339,AE0SS-12,2023-04-22 07:00:25.558,2023-04-22 07:00:27,7412.0,2259.18,938.0,147.0,ascending,/130027h3936.08N/10402.53WO178/016EOSS Balloon  www.eoss.org/A=007412!W10!,"AE0SS-12>APTT4,EOSS,qAO,AE0SS-1:/130027h3936.08N/10402.53WO178/016EOSS Balloon  www.eoss.org/A=007412!W10!",178.0,18.0,29.0,39.60135,-104.0421666667,0.45,0.72,,,,,,,,-5.6e-07,-7.944e-05,15.63333333,4.765,low Re,-0.044444,13.633333,0.057778,6.67616,0.122102,0.299573,-0.837185,16.896316,-0.013544,4.155433,0.01761,2.034887,0.037218,0.299558,-0.837068,5.150008,
