flightid,callsign,receivetime,packettime,altitude_ft,altitude_m,vert_rate_ftmin,elapsed_secs,flight_phase,position_packet,info,raw,bearing,speed_mph,speed_kph,latitude,longitude,distance_from_launch_mi,distance_from_launch_km,temperature_f,temperature_c,temperature_k,pressure_pa,pressure_atm,airdensity_slugs,airdensity_kgm3,velocity_x_degs,velocity_y_degs,velocity_z_fts,velocity_z_ms,airflow,acceleration_fts2,velocity_mean_fts,acceleration_mean_fts2,velocity_std_fts,acceleration_std_fts2,velocity_norm_fts,acceleration_norm_fts2,velocity_curvefit_fts,acceleration_ms2,velocity_mean_ms,acceleration_mean_ms2,velocity_std_ms,acceleration_std_ms2,velocity_norm_ms,acceleration_norm_ms2,velocity_curvefit_ms,reynolds_transition
EOSS-315,KC0D-3,2021-10-10 07:17:20.067,2021-10-10 07:17:15.000,5206.0,1586.79,16.0,0.0,ascending,True,/131715h3936.49N/10402.52WO346/000/A=005206 58T8367P EOSS BALLOON,"KC0D-3>APZEOS,EOSS,WIDE2-1,qAO,N0RPF-6:/131715h3936.49N/10402.52WO346/000/A=005206 58T8367P EOSS BALLOON",346.0,0.0,0.0,39.6081666667,-104.042,0.0,0.0,42.44,5.8,278.95,83670.0,0.83,0.00202749,1.04492676,0.0,0.0,0.26666667,0.08133333,high Re,,0.266667,,,,,,3.619685,,0.081333,,,,,,1.103295,
EOSS-315,KC0D-3,2021-10-10 07:17:17.568,2021-10-10 07:17:17.568,0.0,0.0,,,,False,>131715 Lk=3Diff/14 Itemp=64F Xtemp=42F bAlt=5212Ft Rel:8.2V 3.7V,"KC0D-3>APZEOS,EOSS,WIDE2-1,qAO,N2XGL-12:>131715 Lk=3Diff/14 Itemp=64F Xtemp=42F bAlt=5212Ft Rel:8.2V 3.7V",0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EOSS-315,AE0SS-12,2021-10-10 07:17:28.454,2021-10-10 07:17:27.000,5280.0,1609.34,132.0,12.0,ascending,True,/131727h3936.50N/10402.52WO000/000EOSS Balloon  www.eoss.org/A=005280!W68!,"AE0SS-12>APTT4,EOSS,qAO,N2XGL-12:/131727h3936.50N/10402.52WO000/000EOSS Balloon  www.eoss.org/A=005280!W68!",0.0,0.0,0.0,39.6084333333,-104.0421333333,0.02,0.03,,,,,,,,-2.78e-06,3.89e-06,2.2,0.67033333,high Re,0.064444,1.233333,0.064444,1.367073,,0.707107,,4.963143,0.019633,0.375833,0.019633,0.416486,,0.707107,,1.512689,
EOSS-315,KC0D-3,2021-10-10 07:17:47.547,2021-10-10 07:17:45.000,5469.0,1666.95,526.0,30.0,ascending,True,/131745h3936.49N/10402.50WO110/011/A=005469 58T8283P EOSS BALLOON,"KC0D-3>APZEOS,EOSS,WIDE2-1,qAO,N0RPF-6:/131745h3936.49N/10402.50WO110/011/A=005469 58T8283P EOSS BALLOON",110.0,13.0,20.9,39.6081666667,-104.0416666667,0.02,0.03,42.44,5.8,278.95,82830.0,0.82,0.00200714,1.03443628,1.111e-05,0.0,8.76666667,2.672,high Re,0.218889,3.744444,0.141666,4.4555,0.109209,1.127196,0.707112,8.106316,0.066722,1.141222,0.043178,1.35801,0.033297,1.127221,0.707091,2.470781,
EOSS-315,AE0SS-12,2021-10-10 07:17:58.558,2021-10-10 07:17:57.000,5647.0,1721.21,734.0,42.0,ascending,True,/131757h3936.48N/10402.46WO073/013EOSS Balloon  www.eoss.org/A=005647!W05!,"AE0SS-12>APTT4,EOSS,qAO,N2XGL-12:/131757h3936.48N/10402.46WO073/013EOSS Balloon  www.eoss.org/A=005647!W05!",73.0,15.0,24.1,39.608,-104.0410833333,0.05,0.08,,,,,,,,3.5e-05,-1.444e-05,12.23333333,3.729,high Re,0.115556,5.866667,0.132963,5.590137,0.07868,1.138911,-0.221238,10.714157,0.035233,1.788167,0.040529,1.703998,0.023987,1.138988,-0.220786,3.265731,
EOSS-315,KC0D-3,2021-10-10 07:18:20.093,2021-10-10 07:18:15.000,6089.0,1855.93,1240.0,60.0,ascending,True,/131815h3936.41N/10402.44WO165/019/A=006089 58T8099P EOSS BALLOON,"KC0D-3>APZEOS,EOSS,WIDE2-1,qAO,N2XGL-12:/131815h3936.41N/10402.44WO165/019/A=006089 58T8099P EOSS BALLOON",165.0,22.0,35.4,39.6068333333,-104.0406666667,0.12,0.19,42.44,5.8,278.95,80990.0,0.8,0.00196255,1.01145713,3.333e-05,-4.444e-05,20.66666667,6.29933333,high Re,0.281111,8.826667,0.17,8.200318,0.098051,1.443846,1.133196,15.897157,0.085678,2.6904,0.051816,2.499566,0.029886,1.443824,1.133039,4.845477,
EOSS-315,KC0D-3,2021-10-10 07:18:17.358,2021-10-10 07:18:17.358,0.0,0.0,,,,False,>131815 Lk=3Diff/14 Itemp=64F Xtemp=42F bAlt=6058Ft Rel:8.2V 3.7V,"KC0D-3>APZEOS,EOSS,WIDE2-1,qAO,N6BA-10:>131815 Lk=3Diff/14 Itemp=64F Xtemp=42F bAlt=6058Ft Rel:8.2V 3.7V",0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EOSS-315,AE0SS-12,2021-10-10 07:18:28.515,2021-10-10 07:18:27.000,6277.0,1913.23,1260.0,72.0,ascending,True,/131827h3936.35N/10402.45WO136/016EOSS Balloon  www.eoss.org/A=006277!W70!,"AE0SS-12>APTT4,EOSS,qAO,N6BA-10:/131827h3936.35N/10402.45WO136/016EOSS Balloon  www.eoss.org/A=006277!W70!",136.0,18.0,29.0,39.60595,-104.0408333333,0.17,0.27,,,,,,,,8.33e-06,-6.833e-05,21.0,6.40066667,high Re,0.011111,10.855556,0.138222,8.859713,0.110723,1.145008,-1.148009,17.615775,0.003378,3.308778,0.042129,2.700484,0.033751,1.144939,-1.148144,5.369288,
EOSS-315,KC0D-3,2021-10-10 07:18:47.417,2021-10-10 07:18:45.000,6750.0,2057.4,1322.0,90.0,ascending,True,/131845h3936.21N/10402.43WO179/032/A=006750 58T7898P EOSS BALLOON,"KC0D-3>APZEOS,EOSS,WIDE2-1,qAO,N6BA-10:/131845h3936.21N/10402.43WO179/032/A=006750 58T7898P EOSS BALLOON",179.0,37.0,59.5,39.6035,-104.0405,0.33,0.53,42.44,5.8,278.95,78980.0,0.78,0.00191384,0.98635491,5.56e-06,-0.00011111,22.03333333,6.71566667,high Re,0.034444,12.452381,0.120926,9.12475,0.107716,1.049996,-0.802871,20.888107,0.0105,3.795476,0.036857,2.781241,0.032834,1.04996,-0.802735,6.366691,
EOSS-315,AE0SS-12,2021-10-10 07:18:58.568,2021-10-10 07:18:57.000,6943.0,2116.23,1332.0,102.0,ascending,True,/131857h3936.13N/10402.42WO166/032EOSS Balloon  www.eoss.org/A=006943!W16!,"AE0SS-12>APTT4,EOSS,qAO,N6BA-10:/131857h3936.13N/10402.42WO166/032EOSS Balloon  www.eoss.org/A=006943!W16!",166.0,37.0,59.5,39.6021833333,-104.0404333333,0.42,0.68,,,,,,,,1.333e-05,-0.00012556,22.2,6.76666667,high Re,0.005556,13.670833,0.104444,9.123795,0.107566,0.934827,-0.919324,21.855384,0.0017,4.166875,0.031835,2.780963,0.032786,0.934853,-0.919142,6.661533,
EOSS-315,KC0D-3,2021-10-10 07:19:19.847,2021-10-10 07:19:15.000,7416.0,2260.4,1332.0,120.0,ascending,True,/131915h3936.01N/10402.42WO188/020/A=007416 58T7708P EOSS BALLOON,"KC0D-3>APZEOS,EOSS,WIDE2-1,qAO,N6BA-10:/131915h3936.01N/10402.42WO188/020/A=007416 58T7708P EOSS BALLOON",188.0,23.0,37.0,39.6001666667,-104.0403333333,0.56,0.9,42.44,5.8,278.95,77080.0,0.76,0.0018678,0.96262645,5.56e-06,-0.00011111,22.2,6.76666667,high Re,0.0,14.618519,0.091389,8.995618,0.106212,0.842797,-0.860439,23.507417,0.0,4.455741,0.027856,2.741902,0.032374,0.842818,-0.860444,7.165063,
EOSS-315,KC0D-3,2021-10-10 07:19:17.415,2021-10-10 07:19:17.415,0.0,0.0,,,,False,>131915 Lk=3Diff/15 Itemp=64F Xtemp=42F bAlt=7356Ft Rel:8.2V 3.7V,"KC0D-3>APZEOS,EOSS,WIDE2-1,qAO,N6BA-10:>131915 Lk=3Diff/15 Itemp=64F Xtemp=42F bAlt=7356Ft Rel:8.2V 3.7V",0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EOSS-315,KC0D-3,2021-10-10 07:19:47.535,2021-10-10 07:19:45.000,8113.0,2472.84,1394.0,150.0,ascending,True,/131945h3935.84N/10402.40WO155/022/A=008113 58T7510P EOSS BALLOON,"KC0D-3>APZEOS,EOSS,WIDE2-1,qAO,N0RPF-6:/131945h3935.84N/10402.40WO155/022/A=008113 58T7510P EOSS BALLOON",155.0,25.0,40.2,39.5973333333,-104.04,0.76,1.22,42.44,5.8,278.95,75100.0,0.74,0.00181982,0.93789889,1.111e-05,-9.444e-05,23.23333333,7.08133333,high Re,0.034444,15.48,0.085062,8.907941,0.101149,0.870384,-0.50043,24.546667,0.010489,4.7183,0.025926,2.715155,0.030831,0.870312,-0.500697,7.481815,
