flightid,callsign,receivetime,packettime,altitude_ft,altitude_m,vert_rate_ftmin,elapsed_secs,flight_phase,info,raw,bearing,speed_mph,speed_kph,latitude,longitude,distance_from_launch_mi,distance_from_launch_km,temperature_f,temperature_c,temperature_k,pressure_pa,pressure_atm,airdensity_slugs,airdensity_kgm3,velocity_x_degs,velocity_y_degs,velocity_z_fts,velocity_z_ms,airflow,acceleration_fts2,velocity_mean_fts,acceleration_mean_fts2,velocity_std_fts,acceleration_std_fts2,velocity_norm_fts,acceleration_norm_fts2,velocity_curvefit_fts,acceleration_ms2,velocity_mean_ms,acceleration_mean_ms2,velocity_std_ms,acceleration_std_ms2,velocity_norm_ms,acceleration_norm_ms2,velocity_curvefit_ms,reynolds_transition
EOSS-379,AE0SS-3,2025-06-17 09:47:55.065,2025-06-17 09:47:50,5532.0,1686.15,28.0,0.0,ascending,/154750h3952.94N/10500.47WO188/000/A=005532 179T8292P EOSS BALLOON,"AE0SS-3>APZEOS,EOSS,WIDE2-1,qAO,KE0UWC-9:/154750h3952.94N/10500.47WO188/000/A=005532 179T8292P EOSS BALLOON",188.0,0.0,0.0,39.8823333333,-105.0078333333,0.0,0.0,64.22,17.9,291.05,82920.0,0.82,0.00192578,0.99250828,0.0,0.0,0.46666667,0.142,high Re,,0.466667,,,,,,4.0614,,0.142,,,,,,1.237751,
EOSS-379,KC0D-1,2025-06-17 09:48:01.926,2025-06-17 09:48:00,5530.0,1685.54,12.0,10.0,ascending,/154800h3952.95N/10500.46WO086/000/A=005530 325T8322P EOSS BALLOON,"KC0D-1>APZEOS,EOSS,WIDE2-1,qAO,KE0UWC-9:/154800h3952.95N/10500.46WO086/000/A=005530 325T8322P EOSS BALLOON",86.0,0.0,0.0,39.8825,-105.0076666667,0.01,0.02,90.5,32.5,305.65,83220.0,0.82,0.00184043,0.9485184,0.0,0.0,0.2,0.06066667,high Re,-0.008889,0.333333,-0.008889,0.188562,,-0.707104,,4.032138,-0.002711,0.101333,-0.002711,0.057511,,-0.707105,,1.228826,
EOSS-379,AE0SS-3,2025-06-17 09:48:22.613,2025-06-17 09:48:20,5723.0,1744.37,382.0,30.0,ascending,/154820h3952.94N/10500.47WO308/004/A=005723 174T8234P EOSS BALLOON,"AE0SS-3>APZEOS,EOSS,WIDE2-1,qAO,KE0UWC-9:/154820h3952.94N/10500.47WO308/004/A=005723 174T8234P EOSS BALLOON",308.0,5.0,8.0,39.8823333333,-105.0078333333,0.0,0.0,63.32,17.4,290.55,82340.0,0.81,0.0019156,0.98726202,0.0,0.0,6.36666667,1.94066667,high Re,0.205556,2.344444,0.098333,3.485898,0.151636,1.153856,0.707108,6.690816,0.062667,0.714444,0.029978,1.062718,0.046229,1.153855,0.70711,2.03927,
EOSS-379,AE0SS-3,2025-06-17 09:48:54.850,2025-06-17 09:48:50,6405.0,1952.24,1364.0,60.0,ascending,/154850h3952.91N/10500.50WO318/004/A=006405 149T8040P EOSS BALLOON,"AE0SS-3>APZEOS,EOSS,WIDE2-1,qAO,KB0TVJ-1:/154850h3952.91N/10500.50WO318/004/A=006405 149T8040P EOSS BALLOON",318.0,5.0,8.0,39.8818333333,-105.0083333333,0.04,0.07,58.82,14.9,288.05,80400.0,0.79,0.00188671,0.97236791,-1.667e-05,-1.667e-05,22.73333333,6.929,high Re,0.545556,7.441667,0.247408,10.584313,0.279582,1.444748,1.066406,13.746239,0.166278,2.268083,0.075411,3.226157,0.085212,1.444727,1.066364,4.189797,
EOSS-379,KC0D-1,2025-06-17 09:49:01.543,2025-06-17 09:49:00,6681.0,2036.37,1151.0,70.0,ascending,/154900h3952.91N/10500.52WO243/008/A=006681 325T7988P EOSS BALLOON,"KC0D-1>APZEOS,EOSS,WIDE2-1,qAO,N0JD-10:/154900h3952.91N/10500.52WO243/008/A=006681 325T7988P EOSS BALLOON",243.0,9.0,14.5,39.8818333333,-105.0086666667,0.06,0.09,90.5,32.5,305.65,79880.0,0.79,0.00176656,0.91045001,-1.667e-05,-1.111e-05,19.18333333,5.84716667,high Re,-0.059167,9.79,0.170764,10.563811,0.274968,0.889199,-0.83621,15.740704,-0.018031,2.9839,0.052051,3.219943,0.083807,0.889229,-0.836231,4.797765,
EOSS-379,AE0SS-3,2025-06-17 09:49:22.375,2025-06-17 09:49:20,7052.0,2149.45,1294.0,90.0,ascending,/154920h3952.91N/10500.53WO039/002/A=007052 136T7851P EOSS BALLOON,"AE0SS-3>APZEOS,EOSS,WIDE2-1,qAO,KB0TVJ-1:/154920h3952.91N/10500.53WO039/002/A=007052 136T7851P EOSS BALLOON",39.0,2.0,3.2,39.8818333333,-105.0088333333,0.06,0.1,56.48,13.6,286.75,78510.0,0.77,0.00185071,0.95381467,-1.667e-05,0.0,21.56666667,6.57366667,high Re,0.079444,11.752778,0.1525,10.601428,0.241606,0.925714,-0.302377,17.800214,0.024217,3.582194,0.046484,3.231434,0.073639,0.925742,-0.302381,5.425512,
EOSS-379,KC0D-1,2025-06-17 09:49:31.537,2025-06-17 09:49:30,7302.0,2225.65,1242.0,100.0,ascending,/154930h3952.92N/10500.52WO115/005/A=007302 326T7808P EOSS BALLOON,"KC0D-1>APZEOS,EOSS,WIDE2-1,qAO,N0JD-10:/154930h3952.92N/10500.52WO115/005/A=007302 326T7808P EOSS BALLOON",115.0,6.0,9.7,39.882,-105.0086666667,0.05,0.08,90.68,32.6,305.75,78080.0,0.77,0.00172619,0.88964304,0.0,5.56e-06,20.7,6.30933333,high Re,-0.028889,13.030952,0.122268,10.251569,0.228435,0.748085,-0.661707,18.84604,-0.008811,3.971786,0.037268,3.124784,0.069626,0.748067,-0.661807,5.744285,
EOSS-379,AE0SS-3,2025-06-17 09:49:54.742,2025-06-17 09:49:50,7662.0,2335.38,1220.0,120.0,ascending,/154950h3952.92N/10500.53WO191/007/A=007662 124T7679P EOSS BALLOON,"AE0SS-3>APZEOS,EOSS,WIDE2-1,qAO,N0JD-10:/154950h3952.92N/10500.53WO191/007/A=007662 124T7679P EOSS BALLOON",191.0,8.0,12.9,39.882,-105.0088333333,0.06,0.09,54.32,12.4,285.55,76790.0,0.76,0.00181777,0.93683898,0.0,5.56e-06,20.33333333,6.19766667,high Re,-0.012222,13.94375,0.103056,9.835992,0.214638,0.649612,-0.537081,19.950202,-0.003722,4.250021,0.031412,2.998115,0.06542,0.649623,-0.537053,6.080843,
EOSS-379,KC0D-1,2025-06-17 09:50:01.509,2025-06-17 09:50:00,7918.0,2413.41,1232.0,130.0,ascending,/155000h3952.93N/10500.54WO003/006/A=007918 328T7635P EOSS BALLOON,"KC0D-1>APZEOS,EOSS,WIDE2-1,qAO,N0JD-10:/155000h3952.93N/10500.54WO003/006/A=007918 328T7635P EOSS BALLOON",3.0,7.0,11.3,39.8821666667,-105.009,0.06,0.1,91.04,32.8,305.95,76350.0,0.75,0.00168684,0.86936276,-1.111e-05,5.56e-06,20.53333333,6.25866667,high Re,0.006667,14.675926,0.091007,9.459288,0.201617,0.619223,-0.418318,20.492592,0.002033,4.473204,0.02774,2.883297,0.061452,0.619243,-0.418326,6.246165,
EOSS-379,AE0SS-3,2025-06-17 09:50:22.361,2025-06-17 09:50:20,8224.0,2506.68,1124.0,150.0,ascending,/155020h3952.93N/10500.56WO259/006/A=008224 115T7520P EOSS BALLOON,"AE0SS-3>APZEOS,EOSS,WIDE2-1,qAO,KB0TVJ-1:/155020h3952.93N/10500.56WO259/006/A=008224 115T7520P EOSS BALLOON",259.0,7.0,11.3,39.8821666667,-105.0093333333,0.08,0.13,52.7,11.5,284.65,75200.0,0.74,0.00178576,0.9203417,-1.667e-05,5.56e-06,18.73333333,5.71,high Re,-0.06,15.081667,0.074228,9.010126,0.195197,0.405285,-0.687654,20.923115,-0.018289,4.596883,0.022626,2.74639,0.059495,0.405302,-0.687705,6.377387,
