flight,beacons,day,balloonsize,liftfactor,h2fill,maxaltitude,numpoints,flighttime,flighttime_secs,weights.client,weights.eoss,weights.parachute,weights.neckload,weights.balloon,weights.gross,weights.necklift
EOSS-345,"['KC0D-2', 'AE0SS-13']",2023-07-29,3000gm,1.20,335,102087.0,390,1hrs 38mins 56secs,5936.0,7.52,4.91,1.63,14.05,6.61,20.67,18.19
